shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,40.67657597,-73.47495967,811
1,40.67662611,-73.47424165,812
1,40.67667301,-73.47352325,813
1,40.67672036,-73.4728049,814
1,40.67676671,-73.47208644,815
1,40.67681307,-73.47136798,816
1,40.67686009,-73.47064959,817
1,40.67690688,-73.46993117,818
1,40.67695365,-73.46921275,819
1,40.6770004,-73.46849433,820
1,40.67704664,-73.46777585,821
1,40.67709346,-73.46705743,822
1,40.67714071,-73.46633907,823
1,40.67718815,-73.46562072,824
1,40.67723536,-73.46490235,825
1,40.67728178,-73.46418389,826
1,40.67732813,-73.46346542,827
1,40.67737458,-73.46274696,828
1,40.67742111,-73.46202851,829
1,40.67746818,-73.46131012,830
1,40.67751581,-73.46059179,831
1,40.67756308,-73.45987342,832
1,40.67760974,-73.45915498,833
1,40.67765641,-73.45843654,834
1,40.67770324,-73.45771812,835
1,40.67775008,-73.4569997,836
1,40.67779658,-73.45628124,837
1,40.67784299,-73.45556277,838
1,40.6778898,-73.45484435,839
1,40.67793664,-73.45412593,840
1,40.6779836,-73.45340752,841
1,40.67803068,-73.45268912,842
1,40.67807775,-73.45197073,843
1,40.67812438,-73.45125228,844
1,40.67817078,-73.4505338,845
1,40.67821766,-73.44981538,846
1,40.67826483,-73.449097,847
1,40.67831174,-73.44837858,848
1,40.67835842,-73.44766013,849
1,40.67840512,-73.44694169,850
1,40.67845194,-73.44622326,851
1,40.6784988,-73.44550484,852
1,40.67854594,-73.44478644,853
1,40.67859312,-73.44406805,854
1,40.67864022,-73.44334965,855
1,40.67868728,-73.44263125,856
1,40.67873429,-73.44191283,857
1,40.67878129,-73.44119442,858
1,40.67882863,-73.44047605,859
1,40.67887627,-73.4397577,860
1,40.67892451,-73.43903943,861
1,40.67897453,-73.43832137,862
1,40.67902548,-73.43760342,863
1,40.67907696,-73.43688553,864
1,40.67912892,-73.43616771,865
1,40.67918215,-73.43545004,866
1,40.67923458,-73.43473227,867
1,40.67928689,-73.43401449,868
1,40.67933946,-73.43329674,869
1,40.67939041,-73.43257878,870
1,40.67943824,-73.43186046,871
1,40.67948126,-73.43114162,872
1,40.67952097,-73.43042245,873
1,40.67956404,-73.42970361,874
1,40.67961252,-73.42898536,875
1,40.67966329,-73.42826738,876
1,40.67971576,-73.42754961,877
1,40.6797698,-73.42683205,878
1,40.6798223,-73.42611428,879
1,40.67987879,-73.42539704,880
1,40.67993739,-73.4246801,881
1,40.68000219,-73.42396408,882
1,40.68006628,-73.42324794,883
1,40.68013093,-73.42253189,884
1,40.68019114,-73.42181517,885
1,40.68024708,-73.42109785,886
1,40.68029823,-73.42037992,887
1,40.68034398,-73.41966136,888
1,40.68038666,-73.41894247,889
1,40.68042417,-73.41822309,890
1,40.68045651,-73.41750327,891
1,40.68048476,-73.41678315,892
1,40.68050822,-73.41606273,893
1,40.68053019,-73.41534223,894
1,40.6805534,-73.4146218,895
1,40.68057684,-73.41390137,896
1,40.6805998,-73.41318093,897
1,40.68062251,-73.41246046,898
1,40.68064484,-73.41173998,899
1,40.68066687,-73.41101948,900
1,40.68068871,-73.41029897,901
1,40.68071152,-73.40957851,902
1,40.68073443,-73.40885806,903
1,40.68075736,-73.4081376,904
1,40.68078005,-73.40741714,905
1,40.68080243,-73.40669665,906
1,40.68082414,-73.40597613,907
1,40.68084648,-73.40525565,908
1,40.68086956,-73.4045352,909
1,40.6808922,-73.40381473,910
1,40.68091461,-73.40309425,911
1,40.68093741,-73.4023738,912
1,40.68095952,-73.4016533,913
1,40.68098132,-73.40093278,914
1,40.68100383,-73.4002123,915
1,40.68102725,-73.39949188,916
1,40.68105029,-73.39877143,917
1,40.68107214,-73.39805091,918
1,40.68109456,-73.39733043,919
1,40.68112145,-73.39661023,920
1,40.68115264,-73.39589033,921
1,40.68119763,-73.39517176,922
1,40.68126126,-73.39445564,923
1,40.68134164,-73.39374242,924
1,40.68144073,-73.39303329,925
1,40.68156017,-73.39232958,926
1,40.68169876,-73.39163195,927
1,40.68185564,-73.39094105,928
1,40.68202967,-73.39025721,929
1,40.68221682,-73.38957937,930
1,40.68241383,-73.38890633,931
1,40.68261251,-73.38823411,932
1,40.68281118,-73.38756189,933
1,40.68301017,-73.38688983,934
1,40.68320986,-73.38621812,935
1,40.68340903,-73.38554615,936
1,40.6836083,-73.38487422,937
1,40.68380752,-73.38420227,938
1,40.68400598,-73.38352993,939
1,40.68420517,-73.38285796,940
1,40.68440505,-73.38218634,941
1,40.68460425,-73.38151437,942
1,40.68480297,-73.38084215,943
1,40.68500199,-73.38017009,944
1,40.6852014,-73.37949822,945
1,40.68540087,-73.37882638,946
1,40.68559972,-73.37815422,947
1,40.68579829,-73.37748191,948
1,40.68599715,-73.37680976,949
1,40.68619621,-73.3761377,950
1,40.68639527,-73.37546564,951
1,40.68659435,-73.37479359,952
1,40.68679359,-73.37412162,953
1,40.68699509,-73.37345081,954
1,40.68719776,-73.37278061,955
1,40.68740643,-73.37211361,956
1,40.68761691,-73.37144757,957
1,40.68782655,-73.37078107,958
1,40.68803569,-73.3701143,959
1,40.68823782,-73.36944384,960
1,40.68843511,-73.36877087,961
1,40.68862554,-73.3680945,962
1,40.68881245,-73.36741643,963
1,40.68899868,-73.36673802,964
1,40.68918904,-73.36606162,965
1,40.6893829,-73.36538691,966
1,40.68958052,-73.36471409,967
1,40.6897786,-73.3640415,968
1,40.68997507,-73.36336809,969
1,40.69017144,-73.36269463,970
1,40.69036444,-73.36201949,971
1,40.69055488,-73.3613431,972
1,40.69074334,-73.36066575,973
1,40.69092926,-73.35998718,974
1,40.69111511,-73.35930857,975
1,40.6913009,-73.35862994,976
1,40.69148722,-73.35795155,977
1,40.69167375,-73.35727326,978
1,40.69185809,-73.35659394,979
1,40.69204145,-73.35591416,980
1,40.6922244,-73.35523419,981
1,40.69240679,-73.35455395,982
1,40.69258917,-73.35387371,983
1,40.69277145,-73.35319341,984
1,40.69295368,-73.3525131,985
1,40.69313605,-73.35183285,986
1,40.69331859,-73.35115267,987
1,40.69350109,-73.35047247,988
1,40.69368305,-73.34979203,989
1,40.69386483,-73.34911149,990
1,40.69404723,-73.34843125,991
1,40.69423013,-73.34775123,992
1,40.69441299,-73.34707119,993
1,40.69459579,-73.34639112,994
1,40.69477868,-73.34571109,995
1,40.694962,-73.34503126,996
1,40.69514632,-73.3443519,997
1,40.69532976,-73.34367212,998
1,40.69551439,-73.34299289,999
1,40.69569913,-73.34231372,1000
1,40.69588454,-73.34163486,1001
1,40.69606948,-73.34095578,1002
1,40.69625415,-73.34027656,1003
1,40.69643876,-73.33959732,1004
1,40.69662338,-73.33891808,1005
1,40.69680847,-73.33823906,1006
1,40.69699385,-73.33756018,1007
1,40.69717922,-73.33688128,1008
1,40.69736449,-73.33620234,1009
1,40.69754972,-73.33552338,1010
1,40.69773496,-73.33484441,1011
1,40.69792008,-73.3341654,1012
1,40.69810514,-73.33348635,1013
1,40.69829044,-73.33280741,1014
1,40.69847595,-73.33212857,1015
1,40.69866112,-73.33144957,1016
1,40.69884593,-73.3307704,1017
1,40.69903069,-73.3300912,1018
1,40.6992154,-73.32941197,1019
1,40.69940035,-73.32873286,1020
1,40.69958446,-73.32805335,1021
1,40.69977215,-73.32737561,1022
1,40.69998093,-73.32670867,1023
1,40.70019485,-73.3260444,1024
1,40.70040453,-73.32537784,1025
1,40.70059928,-73.32470357,1026
