Date,Branch,Type,Station,Time,Period,trip_short_name,Status
12/2/2018,Babylon,Depart:,Penn Station,12:02AM,Off Peak,6000,Late - 6 mins
,,Arrive:,Babylon Station,á1:18AM,,,
12/2/2018,Port Jefferson,Depart:,Jamaica Station,12:40AM,Off Peak,6602,Late - 7 mins
,,Arrive:,Port Jefferson Station,á2:08AM,,,
12/2/2018,Babylon,Depart:,Penn Station,12:43AM,Off Peak,6002,Late - 7 mins
,,Arrive:,Babylon Station,á2:01AM,,,
12/2/2018,Far Rockaway,Depart:,Far Rockaway Station,12:50AM,Off Peak,8801,Late - 7 mins
,,Arrive:,Atlantic Terminal,á1:48AM,,,
12/2/2018,Hunt. Hicks.,Depart:,Penn Station,á2:45AM,Off Peak,7698,Late - 6 mins
,,Arrive:,Huntington Station,á3:51AM,,,
12/2/2018,Hunt. Hicks.,Depart:,Huntington Station,á3:47AM,Off Peak,7607,Late - 9 mins
,,Arrive:,Penn Station,á4:52AM,,,
12/2/2018,Ronk. (greenpt.),Depart:,Penn Station,á4:42AM,Off Peak,8006,Late - 15 mins
,,Arrive:,Ronkonkoma Station,á6:03AM,,,
12/2/2018,Babylon,Depart:,Penn Station,á4:55AM,Off Peak,6008,Late - 7 mins
,,Arrive:,Babylon Station,á6:10AM,,,
12/2/2018,Montauk,Depart:,Speonk Station,á5:24AM,Off Peak,8731,Late - 9 mins
,,Arrive:,Jamaica Station,á7:15AM,,,
12/2/2018,Oyster Bay,Depart:,Oyster Bay Station,10:19AM,Off Peak,6507,Late - 6 mins
,,Arrive:,Jamaica Station,11:12AM,,,
12/2/2018,Port Washington,Depart:,Port Washington Station,10:42AM,Off Peak,6427,Late - 6 mins
,,Arrive:,Penn Station,11:27AM,,,
12/2/2018,Hempstead,Depart:,Atlantic Terminal,11:46AM,Off Peak,6718,Late - 8 mins
,,Arrive:,Hempstead Station,12:37PM,,,
12/2/2018,Port Jefferson,Depart:,Port Jefferson Station,á2:44PM,Off Peak,6653,Late - 19 mins
,,Arrive:,Huntington Station,á3:30PM,,,
12/2/2018,West Hempstead,Depart:,Valley Stream Station,á3:58PM,Off Peak,6954,Late - 8 mins
,,Arrive:,West Hempstead Station,á4:13PM,,,
12/2/2018,Long Beach,Depart:,Long Beach Station,á5:24PM,Off Peak,6865,Late - 11 mins
,,Arrive:,Penn Station,á6:21PM,,,
12/2/2018,Babylon,Depart:,Penn Station,10:53PM,Off Peak,6146,Late - 9 mins
,,Arrive:,Babylon Station,12:09AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á4:06AM,Off Peak,2005,Late - 55 mins
,,Arrive:,Penn Station,á5:29AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á4:58AM,AM Peak,2007,Late - 24 mins
,,Arrive:,Penn Station,á6:19AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Huntington Station,á5:08AM,AM Peak,1609,Late - 6 mins
,,Arrive:,Penn Station,á6:11AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á5:29AM,AM Peak,2009,Late - 13 mins
,,Arrive:,Penn Station,á6:38AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Greenport Station,á5:30AM,AM Peak,201,Late - 13 mins
,,Arrive:,Ronkonkoma Station,á6:53AM,,,
12/3/2018,Montauk,Depart:,Montauk Station,á5:39AM,AM Peak,2703,Late - 24 mins
,,Arrive:,Long Island City,á8:44AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á5:42AM,AM Peak,2099,Late - 11 mins
,,Arrive:,Penn Station,á6:58AM,,,
12/3/2018,Port Jefferson,Depart:,Port Jefferson Station,á5:44AM,AM Peak,605,Late - 10 mins
,,Arrive:,Penn Station,á7:20AM,,,
12/3/2018,Oyster Bay,Depart:,Oyster Bay Station,á5:50AM,AM Peak,503,Late - 6 mins
,,Arrive:,Penn Station,á7:06AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Farmingdale Station,á6:00AM,AM Peak,2301,Canceled
,,Arrive:,Penn Station,á6:50AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Huntington Station,á6:15AM,AM Peak,1617,Late - 9 mins
,,Arrive:,Penn Station,á7:17AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á6:15AM,AM Peak,27,Late - 8 mins
,,Arrive:,Atlantic Terminal,á7:27AM,,,
12/3/2018,Port Jefferson,Depart:,Port Jefferson Station,á6:18AM,AM Peak,609,Late - 9 mins
,,Arrive:,Long Island City,á8:07AM,,,
12/3/2018,Montauk,Depart:,Speonk Station,á6:21AM,AM Peak,2737,Partially Canceled
,,Arrive:,Penn Station,á8:23AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Hicksville Station,á6:25AM,AM Peak,1203,Late - 9 mins
,,Arrive:,Penn Station,á7:11AM,,,
12/3/2018,Babylon,Depart:,Lindenhurst Station,á6:31AM,AM Peak,1007,Late - 8 mins
,,Arrive:,Penn Station,á7:33AM,,,
12/3/2018,Babylon,Depart:,Penn Station,á6:37AM,Off Peak,14,Late - 6 mins
,,Arrive:,Babylon Station,á7:51AM,,,
12/3/2018,Long Beach,Depart:,Long Beach Station,á6:37AM,AM Peak,811,Late - 7 mins
,,Arrive:,Penn Station,á7:28AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á6:39AM,AM Peak,2015,Late - 6 mins
,,Arrive:,Penn Station,á8:00AM,,,
12/3/2018,Port Jefferson,Depart:,Port Jefferson Station,á6:45AM,AM Peak,611,Late - 8 mins
,,Arrive:,Hunterspoint Ave.,á8:30AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Huntington Station,á6:50AM,AM Peak,1621,Late - 6 mins
,,Arrive:,Hunterspoint Ave.,á7:49AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á6:56AM,AM Peak,2019,Late - 16 mins
,,Arrive:,Atlantic Terminal,á8:17AM,,,
12/3/2018,Babylon,Depart:,Freeport Station,á6:57AM,AM Peak,1101,Late - 6 mins
,,Arrive:,Penn Station,á7:40AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Farmingdale Station,á6:57AM,AM Peak,2303,Late - 6 mins
,,Arrive:,Penn Station,á7:48AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Westbury Station,á6:59AM,AM Peak,2401,Late - 7 mins
,,Arrive:,Penn Station,á7:43AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á7:04AM,AM Peak,2021,Late - 14 mins
,,Arrive:,Penn Station,á8:19AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Westbury Station,á7:18AM,AM Peak,2403,Late - 9 mins
,,Arrive:,Penn Station,á8:02AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á7:19AM,AM Peak,2023,Late - 8 mins
,,Arrive:,Penn Station,á8:28AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á7:29AM,AM Peak,39,Late - 9 mins
,,Arrive:,Atlantic Terminal,á8:43AM,,,
12/3/2018,Babylon,Depart:,Penn Station,á7:32AM,Off Peak,18,Late - 7 mins
,,Arrive:,Babylon Station,á8:44AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á7:35AM,AM Peak,43,Late - 10 mins
,,Arrive:,Penn Station,á8:48AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Huntington Station,á7:37AM,AM Peak,1629,Late - 12 mins
,,Arrive:,Penn Station,á8:37AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á7:57AM,AM Peak,2033,Late - 7 mins
,,Arrive:,Penn Station,á9:17AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Penn Station,á8:01AM,Off Peak,1612,Late - 11 mins
,,Arrive:,Huntington Station,á9:10AM,,,
12/3/2018,Far Rockaway,Depart:,Valley Stream Station,á8:03AM,AM Peak,2819,Late - 6 mins
,,Arrive:,Penn Station,á8:44AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Huntington Station,á8:04AM,AM Peak,1631,Late - 8 mins
,,Arrive:,Penn Station,á9:08AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Penn Station,á8:15AM,Off Peak,2012,Late - 14 mins
,,Arrive:,Ronkonkoma Station,á9:39AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á8:16AM,AM Peak,49,Late - 7 mins
,,Arrive:,Penn Station,á9:31AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Penn Station,á8:29AM,Off Peak,1614,Late - 14 mins
,,Arrive:,Huntington Station,á9:34AM,,,
12/3/2018,West Hempstead,Depart:,Atlantic Terminal,á8:31AM,Off Peak,904,Late - 7 mins
,,Arrive:,West Hempstead Station,á9:21AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á8:35AM,AM Peak,51,Late - 8 mins
,,Arrive:,Penn Station,á9:37AM,,,
12/3/2018,Port Washington,Depart:,Penn Station,á8:52AM,Off Peak,414,Late - 9 mins
,,Arrive:,Port Washington Station,á9:37AM,,,
12/3/2018,Port Washington,Depart:,Great Neck Station,á8:58AM,AM Peak,313,Late - 8 mins
,,Arrive:,Penn Station,á9:34AM,,,
12/3/2018,Ronk. (greenpt.),Depart:,Penn Station,á9:15AM,Off Peak,2014,Late - 10 mins
,,Arrive:,Ronkonkoma Station,10:37AM,,,
12/3/2018,Long Beach,Depart:,Long Beach Station,á9:21AM,Off Peak,899,Late - 6 mins
,,Arrive:,Penn Station,10:11AM,,,
12/3/2018,Port Washington,Depart:,Great Neck Station,á9:32AM,Off Peak,315,Late - 7 mins
,,Arrive:,Penn Station,10:08AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á9:36AM,Off Peak,57,Late - 11 mins
,,Arrive:,Penn Station,10:48AM,,,
12/3/2018,Port Washington,Depart:,Port Washington Station,á9:40AM,Off Peak,433,Late - 9 mins
,,Arrive:,Penn Station,10:25AM,,,
12/3/2018,Hunt. Hicks.,Depart:,Huntington Station,10:05AM,Off Peak,1635,Late - 8 mins
,,Arrive:,Penn Station,11:17AM,,,
12/3/2018,Port Jefferson,Depart:,Hicksville Station,10:05AM,Off Peak,608,Late - 11 mins
,,Arrive:,Port Jefferson Station,11:10AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,10:09AM,Off Peak,61,Late - 6 mins
,,Arrive:,Penn Station,11:22AM,,,
12/3/2018,Port Washington,Depart:,Port Washington Station,10:40AM,Off Peak,437,Late - 6 mins
,,Arrive:,Penn Station,11:25AM,,,
12/3/2018,Oyster Bay,Depart:,Jamaica Station,12:03PM,Off Peak,550,Partially Canceled
,,Arrive:,Oyster Bay Station,á1:00PM,,,
12/3/2018,Port Jefferson,Depart:,Port Jefferson Station,á1:10PM,Off Peak,651,Late - 6 mins
,,Arrive:,Jamaica Station,á2:34PM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á1:36PM,Off Peak,111,Late - 10 mins
,,Arrive:,Penn Station,á2:48PM,,,
12/3/2018,Oyster Bay,Depart:,Oyster Bay Station,á1:37PM,Off Peak,551,Canceled
,,Arrive:,Jamaica Station,á2:37PM,,,
12/3/2018,Babylon,Depart:,Penn Station,á1:39PM,Off Peak,114,Late - 9 mins
,,Arrive:,Babylon Station,á2:53PM,,,
12/3/2018,Montauk,Depart:,Jamaica Station,á3:02PM,Off Peak,2772,Late - 15 mins
,,Arrive:,Patchogue Station,á4:10PM,,,
12/3/2018,Babylon,Depart:,Babylon Station,á4:06PM,Off Peak,125,Late - 7 mins
,,Arrive:,Penn Station,á5:05PM,,,
12/3/2018,Far Rockaway,Depart:,Far Rockaway Station,á4:38PM,Off Peak,2859,Late - 6 mins
,,Arrive:,Atlantic Terminal,á5:35PM,,,
12/3/2018,Babylon,Depart:,Atlantic Terminal,á4:40PM,PM Peak,146,Late - 7 mins
,,Arrive:,Babylon Station,á5:52PM,,,
12/3/2018,Babylon,Depart:,Penn Station,á4:53PM,PM Peak,148,Late - 8 mins
,,Arrive:,Babylon Station,á5:55PM,,,
12/3/2018,Hempstead,Depart:,Hempstead Station,á4:53PM,Off Peak,761,Late - 9 mins
,,Arrive:,Atlantic Terminal,á5:49PM,,,
12/3/2018,Hunt. Hicks.,Depart:,Penn Station,á5:07PM,PM Peak,1724,Late - 7 mins
,,Arrive:,Huntington Station,á6:07PM,,,
12/3/2018,Hempstead,Depart:,Hempstead Station,á5:41PM,Off Peak,763,Canceled
,,Arrive:,Penn Station,á6:33PM,,,
12/3/2018,Hunt. Hicks.,Depart:,Penn Station,á6:57PM,PM Peak,1738,Late - 10 mins
,,Arrive:,Huntington Station,á8:04PM,,,
12/3/2018,Port Washington,Depart:,Penn Station,á7:02PM,PM Peak,460,Late - 22 mins
,,Arrive:,Port Washington Station,á7:37PM,,,
12/3/2018,Hunt. Hicks.,Depart:,Penn Station,á7:23PM,PM Peak,1740,Late - 15 mins
,,Arrive:,Huntington Station,á8:24PM,,,
12/3/2018,West Hempstead,Depart:,Atlantic Terminal,á7:24PM,PM Peak,966,Late - 7 mins
,,Arrive:,West Hempstead Station,á8:10PM,,,
12/3/2018,Babylon,Depart:,Penn Station,á7:31PM,PM Peak,172,Late - 7 mins
,,Arrive:,Babylon Station,á8:32PM,,,
12/3/2018,Hempstead,Depart:,Atlantic Terminal,á7:36PM,PM Peak,776,Late - 7 mins
,,Arrive:,Hempstead Station,á8:26PM,,,
12/3/2018,Port Jefferson,Depart:,Huntington Station,á8:34PM,PM Peak,670,Late - 9 mins
,,Arrive:,Port Jefferson Station,á9:20PM,,,
12/3/2018,Port Washington,Depart:,Port Washington Station,á9:09PM,Off Peak,477,Late - 6 mins
,,Arrive:,Penn Station,á9:52PM,,,
12/3/2018,Babylon,Depart:,Penn Station,á9:40PM,Off Peak,186,Late - 12 mins
,,Arrive:,Babylon Station,10:56PM,,,
12/3/2018,Babylon,Depart:,Penn Station,10:36PM,Off Peak,190,Partially Canceled
,,Arrive:,Babylon Station,11:32PM,,,
12/3/2018,West Hempstead,Depart:,West Hempstead Station,10:37PM,Off Peak,961,Late - 72 mins
,,Arrive:,Valley Stream Station,10:52PM,,,
12/3/2018,Babylon,Depart:,Babylon Station,10:41PM,Off Peak,157,Partially Canceled
,,Arrive:,Penn Station,11:55PM,,,
12/3/2018,Babylon,Depart:,Penn Station,10:46PM,Off Peak,192,Late - 66 mins
,,Arrive:,Babylon Station,12:01AM,,,
12/3/2018,Long Beach,Depart:,Penn Station,10:52PM,Off Peak,896,Late - 40 mins
,,Arrive:,Long Beach Station,11:42PM,,,
12/3/2018,Long Beach,Depart:,Long Beach Station,11:07PM,Off Peak,879,Late - 44 mins
,,Arrive:,Penn Station,12:03AM,,,
12/3/2018,Babylon,Depart:,Penn Station,11:09PM,Off Peak,194,Late - 50 mins
,,Arrive:,Babylon Station,12:26AM,,,
12/3/2018,Far Rockaway,Depart:,Atlantic Terminal,11:09PM,Off Peak,2886,Late - 20 mins
,,Arrive:,Far Rockaway Station,12:07AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,11:12PM,Off Peak,159,Canceled
,,Arrive:,Penn Station,12:09AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,11:20PM,Off Peak,161,Late - 17 mins
,,Arrive:,Penn Station,12:37AM,,,
12/3/2018,Babylon,Depart:,Penn Station,11:36PM,Off Peak,196,Late - 46 mins
,,Arrive:,Babylon Station,12:32AM,,,
12/3/2018,Montauk,Depart:,Babylon Station,11:37PM,Off Peak,2746,Late - 8 mins
,,Arrive:,Speonk Station,12:38AM,,,
12/3/2018,Far Rockaway,Depart:,Far Rockaway Station,11:39PM,Off Peak,2877,Late - 24 mins
,,Arrive:,Atlantic Terminal,12:35AM,,,
12/3/2018,Babylon,Depart:,Penn Station,11:40PM,Off Peak,198,Canceled
,,Arrive:,Babylon Station,12:56AM,,,
12/3/2018,Babylon,Depart:,Babylon Station,11:56PM,Off Peak,163,Late - 13 mins
,,Arrive:,Penn Station,á1:10AM,,,
12/4/2018,Babylon,Depart:,Penn Station,12:02AM,Off Peak,2,Late - 15 mins
,,Arrive:,Babylon Station,á1:17AM,,,
12/4/2018,Long Beach,Depart:,Long Beach Station,12:28AM,Off Peak,801,Late - 10 mins
,,Arrive:,Jamaica Station,12:58AM,,,
12/4/2018,Montauk,Depart:,Babylon Station,12:35AM,Off Peak,2730,Late - 32 mins
,,Arrive:,Speonk Station,á1:35AM,,,
12/4/2018,West Hempstead,Depart:,Valley Stream Station,12:55AM,Off Peak,900,Late - 26 mins
,,Arrive:,West Hempstead Station,á1:10AM,,,
12/4/2018,Hunt. Hicks.,Depart:,Penn Station,á1:03AM,Off Peak,1602,Late - 6 mins
,,Arrive:,Huntington Station,á2:11AM,,,
12/4/2018,Babylon,Depart:,Babylon Station,á5:41AM,AM Peak,17,Late - 8 mins
,,Arrive:,Penn Station,á6:44AM,,,
12/4/2018,Montauk,Depart:,Speonk Station,á6:21AM,AM Peak,2737,Late - 6 mins
,,Arrive:,Penn Station,á8:23AM,,,
12/4/2018,Babylon,Depart:,Babylon Station,á7:10AM,AM Peak,35,Late - 6 mins
,,Arrive:,Penn Station,á8:20AM,,,
12/4/2018,West Hempstead,Depart:,West Hempstead Station,á7:36AM,AM Peak,907,Late - 8 mins
,,Arrive:,Penn Station,á8:29AM,,,
12/4/2018,Long Beach,Depart:,Long Beach Station,á7:39AM,AM Peak,819,Late - 6 mins
,,Arrive:,Penn Station,á8:32AM,,,
12/4/2018,Babylon,Depart:,Babylon Station,á7:45AM,AM Peak,45,Late - 6 mins
,,Arrive:,Penn Station,á8:56AM,,,
12/4/2018,Port Washington,Depart:,Port Washington Station,á7:46AM,AM Peak,423,Late - 6 mins
,,Arrive:,Penn Station,á8:35AM,,,
12/4/2018,Ronk. (greenpt.),Depart:,Farmingdale Station,á7:51AM,AM Peak,2309,Late - 6 mins
,,Arrive:,Penn Station,á8:53AM,,,
12/4/2018,Port Washington,Depart:,Little Neck Station,á7:55AM,AM Peak,305,Late - 7 mins
,,Arrive:,Penn Station,á8:26AM,,,
12/4/2018,Hunt. Hicks.,Depart:,Penn Station,á8:01AM,Off Peak,1612,Late - 10 mins
,,Arrive:,Huntington Station,á9:10AM,,,
12/4/2018,Hempstead,Depart:,Hempstead Station,á8:02AM,AM Peak,723,Late - 6 mins
,,Arrive:,Penn Station,á8:51AM,,,
12/4/2018,Port Washington,Depart:,Port Washington Station,á8:08AM,AM Peak,425,Late - 7 mins
,,Arrive:,Penn Station,á8:42AM,,,
12/4/2018,Babylon,Depart:,Freeport Station,á8:10AM,AM Peak,1105,Late - 9 mins
,,Arrive:,Penn Station,á8:50AM,,,
12/4/2018,Hunt. Hicks.,Depart:,Penn Station,á8:29AM,Off Peak,1614,Late - 18 mins
,,Arrive:,Huntington Station,á9:34AM,,,
12/4/2018,West Hempstead,Depart:,Atlantic Terminal,á8:31AM,Off Peak,904,Late - 15 mins
,,Arrive:,West Hempstead Station,á9:21AM,,,
12/4/2018,Babylon,Depart:,Penn Station,á8:34AM,Off Peak,28,Late - 17 mins
,,Arrive:,Babylon Station,á9:50AM,,,
12/4/2018,Far Rockaway,Depart:,Atlantic Terminal,á8:36AM,Off Peak,2814,Late - 12 mins
,,Arrive:,Far Rockaway Station,á9:32AM,,,
12/4/2018,Babylon,Depart:,Atlantic Terminal,á8:46AM,Off Peak,1402,Late - 11 mins
,,Arrive:,Jamaica Station,á9:03AM,,,
12/4/2018,Long Beach,Depart:,Penn Station,á8:46AM,Off Peak,816,Late - 12 mins
,,Arrive:,Long Beach Station,á9:36AM,,,
12/4/2018,Montauk,Depart:,Jamaica Station,á8:52AM,Off Peak,2764,Late - 16 mins
,,Arrive:,Patchogue Station,á9:56AM,,,
12/4/2018,Oyster Bay,Depart:,Jamaica Station,á9:02AM,Off Peak,504,Canceled
,,Arrive:,Oyster Bay Station,10:00AM,,,
12/4/2018,Ronk. (greenpt.),Depart:,Greenport Station,á9:43AM,Off Peak,203,Late - 11 mins
,,Arrive:,Ronkonkoma Station,11:06AM,,,
12/4/2018,Port Washington,Depart:,Penn Station,á9:50AM,Off Peak,418,Late - 8 mins
,,Arrive:,Port Washington Station,10:35AM,,,
12/4/2018,Oyster Bay,Depart:,Oyster Bay Station,10:37AM,Off Peak,515,Canceled
,,Arrive:,Jamaica Station,11:36AM,,,
12/4/2018,Babylon,Depart:,Babylon Station,á1:36PM,Off Peak,111,Late - 10 mins
,,Arrive:,Penn Station,á2:48PM,,,
12/4/2018,Oyster Bay,Depart:,Oyster Bay Station,á4:20PM,Off Peak,555,Late - 7 mins
,,Arrive:,Jamaica Station,á5:13PM,,,
12/4/2018,Montauk,Depart:,Long Island City,á4:28PM,PM Peak,2778,Late - 25 mins
,,Arrive:,Patchogue Station,á6:14PM,,,
12/4/2018,Port Washington,Depart:,Port Washington Station,á4:36PM,Off Peak,461,Late - 6 mins
,,Arrive:,Penn Station,á5:20PM,,,
12/4/2018,Hempstead,Depart:,Hempstead Station,á6:20PM,Off Peak,765,Late - 8 mins
,,Arrive:,Atlantic Terminal,á7:10PM,,,
12/4/2018,Montauk,Depart:,Patchogue Station,á6:30PM,Off Peak,2777,Late - 21 mins
,,Arrive:,Babylon Station,á7:03PM,,,
12/4/2018,Hunt. Hicks.,Depart:,Penn Station,á6:31PM,PM Peak,1736,Partially Canceled
,,Arrive:,Huntington Station,á7:32PM,,,
12/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á6:36PM,Off Peak,2065,Late - 7 mins
,,Arrive:,Penn Station,á7:56PM,,,
12/4/2018,Hunt. Hicks.,Depart:,Penn Station,á6:57PM,PM Peak,1738,Late - 9 mins
,,Arrive:,Huntington Station,á8:04PM,,,
12/4/2018,Hempstead,Depart:,Penn Station,á7:06PM,PM Peak,774,Late - 10 mins
,,Arrive:,Hempstead Station,á7:56PM,,,
12/4/2018,Babylon,Depart:,Penn Station,11:36PM,Off Peak,196,Late - 10 mins
,,Arrive:,Babylon Station,12:32AM,,,
12/5/2018,Montauk,Depart:,Babylon Station,12:35AM,Off Peak,2730,Late - 7 mins
,,Arrive:,Speonk Station,á1:35AM,,,
12/5/2018,Montauk,Depart:,Montauk Station,á5:39AM,AM Peak,2703,Late - 7 mins
,,Arrive:,Long Island City,á8:44AM,,,
12/5/2018,Babylon,Depart:,Babylon Station,á6:15AM,AM Peak,27,Late - 7 mins
,,Arrive:,Atlantic Terminal,á7:27AM,,,
12/5/2018,Montauk,Depart:,Speonk Station,á6:21AM,AM Peak,2737,Late - 13 mins
,,Arrive:,Penn Station,á8:23AM,,,
12/5/2018,Babylon,Depart:,Babylon Station,á6:32AM,AM Peak,29,Late - 6 mins
,,Arrive:,Penn Station,á7:37AM,,,
12/5/2018,Hunt. Hicks.,Depart:,Huntington Station,á7:12AM,AM Peak,1623,Canceled
,,Arrive:,Penn Station,á8:10AM,,,
12/5/2018,Oyster Bay,Depart:,Oyster Bay Station,á7:13AM,AM Peak,507,Late - 9 mins
,,Arrive:,Long Island City,á8:37AM,,,
12/5/2018,Hunt. Hicks.,Depart:,Huntington Station,á7:19AM,AM Peak,1625,Late - 8 mins
,,Arrive:,Atlantic Terminal,á8:25AM,,,
12/5/2018,Babylon,Depart:,Penn Station,á7:32AM,Off Peak,18,Late - 13 mins
,,Arrive:,Babylon Station,á8:44AM,,,
12/5/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á7:32AM,AM Peak,2025,Late - 6 mins
,,Arrive:,Penn Station,á8:47AM,,,
12/5/2018,Long Beach,Depart:,Long Beach Station,á7:39AM,AM Peak,819,Late - 11 mins
,,Arrive:,Penn Station,á8:32AM,,,
12/5/2018,Oyster Bay,Depart:,Oyster Bay Station,á7:41AM,AM Peak,509,Late - 6 mins
,,Arrive:,Hunterspoint Ave.,á8:55AM,,,
12/5/2018,Babylon,Depart:,Babylon Station,á7:45AM,AM Peak,45,Late - 6 mins
,,Arrive:,Penn Station,á8:56AM,,,
12/5/2018,Babylon,Depart:,Penn Station,á7:50AM,Off Peak,22,Late - 19 mins
,,Arrive:,Babylon Station,á8:52AM,,,
12/5/2018,Far Rockaway,Depart:,Valley Stream Station,á8:03AM,AM Peak,2819,Late - 7 mins
,,Arrive:,Penn Station,á8:44AM,,,
12/5/2018,Babylon,Depart:,Babylon Station,á8:03AM,AM Peak,47,Late - 17 mins
,,Arrive:,Penn Station,á9:11AM,,,
12/5/2018,Far Rockaway,Depart:,Far Rockaway Station,á8:10AM,AM Peak,2823,Late - 6 mins
,,Arrive:,Penn Station,á9:05AM,,,
12/5/2018,Babylon,Depart:,Babylon Station,á8:16AM,AM Peak,49,Late - 8 mins
,,Arrive:,Penn Station,á9:31AM,,,
12/5/2018,Port Washington,Depart:,Port Washington Station,á8:18AM,AM Peak,427,Late - 7 mins
,,Arrive:,Penn Station,á9:02AM,,,
12/5/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,á8:31AM,AM Peak,2035,Late - 6 mins
,,Arrive:,Penn Station,á9:56AM,,,
12/5/2018,Babylon,Depart:,Babylon Station,á8:35AM,AM Peak,51,Late - 18 mins
