"Indicator.Name","Period.Month","Period.Year","YTD.Target","YTD.Actual","Monthly.Target","Monthly.Actual","Period","Month_Name"
"Far Rockaway",5,2008,0,97.7,0,97.8,"2008-05","May"
"Far Rockaway",4,2008,0,97.7,0,97.8,"2008-04","April"
"Far Rockaway",3,2008,0,97.6,0,97,"2008-03","March"
"Far Rockaway",2,2008,0,98,0,97.4,"2008-02","February"
"Far Rockaway",1,2008,0,98.5,0,98.5,"2008-01","January"
"Hicksville/Huntington",11,2018,92.5,88.8,92.5,85.3,"2018-11","November"
"Hicksville/Huntington",10,2018,92.5,89.1,92.5,92.3,"2018-10","October"
"Hicksville/Huntington",9,2018,92.5,88.8,92.5,91.7,"2018-09","September"
"Hicksville/Huntington",8,2018,92.5,88.4,92.5,86.2,"2018-08","August"
"Hicksville/Huntington",7,2018,92.5,88.7,92.5,87.4,"2018-07","July"
"Hicksville/Huntington",6,2018,92.5,88.9,92.5,89.3,"2018-06","June"
"Hicksville/Huntington",5,2018,92.5,88.9,92.5,90.6,"2018-05","May"
"Hicksville/Huntington",4,2018,92.5,88.4,92.5,92.5,"2018-04","April"
"Hicksville/Huntington",3,2018,92.5,87.2,92.5,86.4,"2018-03","March"
"Hicksville/Huntington",2,2018,92.5,87.7,92.5,91.8,"2018-02","February"
"Hicksville/Huntington",1,2018,92.5,84.1,92.5,84.1,"2018-01","January"
"Hicksville/Huntington",12,2017,92.5,90.2,92.5,89.5,"2017-12","December"
"Hicksville/Huntington",11,2017,92.5,90.3,92.5,87.6,"2017-11","November"
"Hicksville/Huntington",10,2017,92.5,90.6,92.5,93.1,"2017-10","October"
"Hicksville/Huntington",9,2017,92.5,90.3,92.5,93.3,"2017-09","September"
"Hicksville/Huntington",8,2017,92.5,89.9,92.5,94.7,"2017-08","August"
"Hicksville/Huntington",7,2017,92.5,89.2,92.5,93.6,"2017-07","July"
"Hicksville/Huntington",6,2017,92.5,88.5,92.5,86.6,"2017-06","June"
"Hicksville/Huntington",5,2017,92.5,88.8,92.5,88,"2017-05","May"
"Hicksville/Huntington",4,2017,92.5,89.1,92.5,88.9,"2017-04","April"
"Hicksville/Huntington",3,2017,92.5,89.1,92.5,87.8,"2017-03","March"
"Hicksville/Huntington",2,2017,92.5,89.8,92.5,87.3,"2017-02","February"
"Hicksville/Huntington",1,2017,92.5,92.1,92.5,92.1,"2017-01","January"
"Hicksville/Huntington",12,2016,92.5,91.1,92.5,89.6,"2016-12","December"
"Hicksville/Huntington",11,2016,92.5,91.3,92.5,88.8,"2016-11","November"
"Hicksville/Huntington",10,2016,92.5,91.5,92.5,88.3,"2016-10","October"
"Hicksville/Huntington",9,2016,92.5,91.9,92.5,94.2,"2016-09","September"
"Hicksville/Huntington",8,2016,92.5,91.6,92.5,90.3,"2016-08","August"
"Hicksville/Huntington",7,2016,92.5,91.7,92.5,88.7,"2016-07","July"
"Hicksville/Huntington",6,2016,92.5,92.3,92.5,92.5,"2016-06","June"
"Hicksville/Huntington",5,2016,92.5,92.2,92.5,95.2,"2016-05","May"
"Hicksville/Huntington",4,2016,92.5,91.5,92.5,93.9,"2016-04","April"
"Hicksville/Huntington",3,2016,92.5,90.7,92.5,93.9,"2016-03","March"
"Hicksville/Huntington",2,2016,92.5,89,92.5,89.5,"2016-02","February"
"Hicksville/Huntington",1,2016,92.5,88.4,92.5,88.4,"2016-01","January"
"Hicksville/Huntington",12,2015,92.5,88.6,92.5,91.4,"2015-12","December"
"Hicksville/Huntington",11,2015,92.5,88.4,92.5,88.3,"2015-11","November"
"Hicksville/Huntington",10,2015,92.5,87.49,92.5,87.52,"2015-10","October"
"Hicksville/Huntington",9,2015,92.5,88.4,92.5,86,"2015-09","September"
"Hicksville/Huntington",8,2015,92.5,88.7,92.5,88.9,"2015-08","August"
"Hicksville/Huntington",7,2015,92.5,88.6,92.5,88.8,"2015-07","July"
"Hicksville/Huntington",6,2015,92.5,88.6,92.5,90.7,"2015-06","June"
"Hicksville/Huntington",5,2015,92.5,88.2,92.5,91.1,"2015-05","May"
"Hicksville/Huntington",4,2015,92.5,87.4,92.5,91,"2015-04","April"
"Hicksville/Huntington",3,2015,92.5,86.23,92.5,87.12,"2015-03","March"
"Hicksville/Huntington",2,2015,92.5,85.77,92.5,83.35,"2015-02","February"
"Hicksville/Huntington",1,2015,92.5,88,92.5,88,"2015-01","January"
"Hicksville/Huntington",12,2014,95.1,89.6,95.1,89.4,"2014-12","December"
"Hicksville/Huntington",11,2014,95.1,89.7,95.1,91.5,"2014-11","November"
"Hicksville/Huntington",10,2014,95.1,89.5,95.1,89.4,"2014-10","October"
"Hicksville/Huntington",9,2014,95.1,89.5,95.1,91.7,"2014-09","September"
"Hicksville/Huntington",8,2014,95.1,89.2,95.1,91.8,"2014-08","August"
"Hicksville/Huntington",7,2014,95.1,88.9,95.1,92.7,"2014-07","July"
"Hicksville/Huntington",6,2014,95.1,88.2,95.1,88.9,"2014-06","June"
"Hicksville/Huntington",5,2014,95.1,88.1,95.1,88.6,"2014-05","May"
"Hicksville/Huntington",4,2014,95.1,87.9,95.1,90.7,"2014-04","April"
"Hicksville/Huntington",3,2014,95.1,87,95.1,89.6,"2014-03","March"
"Hicksville/Huntington",2,2014,95.1,85.6,95.1,84.5,"2014-02","February"
"Hicksville/Huntington",1,2014,95.1,86.7,95.1,86.7,"2014-01","January"
"Hicksville/Huntington",12,2013,95.1,92.5,95.1,92.6,"2013-12","December"
"Hicksville/Huntington",11,2013,95.1,92.5,95.1,91.5,"2013-11","November"
"Hicksville/Huntington",10,2013,95.1,92.6,95.1,93.7,"2013-10","October"
"Hicksville/Huntington",9,2013,95.1,92.4,95.1,92.7,"2013-09","September"
"Hicksville/Huntington",8,2013,95.1,92.4,95.1,92.2,"2013-08","August"
"Hicksville/Huntington",7,2013,95.1,92.4,95.1,92.6,"2013-07","July"
"Hicksville/Huntington",6,2013,95.1,92.4,95.1,92,"2013-06","June"
"Hicksville/Huntington",5,2013,95.1,92.5,95.1,93.9,"2013-05","May"
"Hicksville/Huntington",4,2013,95.1,92.1,95.1,92.7,"2013-04","April"
"Hicksville/Huntington",3,2013,95.1,91.9,95.1,91.5,"2013-03","March"
"Hicksville/Huntington",2,2013,95.1,92.1,95.1,92.9,"2013-02","February"
"Hicksville/Huntington",1,2013,95.1,91.4,95.1,91.4,"2013-01","January"
"Hicksville/Huntington",12,2012,95.1,93.5,95.1,90.6,"2012-12","December"
"Hicksville/Huntington",11,2012,95.1,93.8,95.1,85.7,"2012-11","November"
"Hicksville/Huntington",10,2012,95.1,94.6,95.1,94.2,"2012-10","October"
"Hicksville/Huntington",9,2012,95.1,94.6,95.1,95,"2012-09","September"
"Hicksville/Huntington",8,2012,95.1,94.6,95.1,93.6,"2012-08","August"
"Hicksville/Huntington",7,2012,95.1,94.7,95.1,93.1,"2012-07","July"
"Hicksville/Huntington",6,2012,95.1,95,95.1,92.4,"2012-06","June"
"Hicksville/Huntington",5,2012,95.1,95.5,95.1,95.7,"2012-05","May"
"Hicksville/Huntington",4,2012,95.1,95.5,95.1,93.9,"2012-04","April"
"Hicksville/Huntington",3,2012,95.1,96,95.1,95.4,"2012-03","March"
"Hicksville/Huntington",2,2012,95.1,96.3,95.1,96.3,"2012-02","February"
"Hicksville/Huntington",1,2012,95.1,96.2,95.1,96.2,"2012-01","January"
"Hicksville/Huntington",12,2011,95.1,92.5,95.1,94.6,"2011-12","December"
"Hicksville/Huntington",11,2011,95.1,92.3,95.1,92.1,"2011-11","November"
"Hicksville/Huntington",10,2011,95.1,92.3,95.1,93.3,"2011-10","October"
"Hicksville/Huntington",9,2011,95.1,92.2,95.1,88.4,"2011-09","September"
"Hicksville/Huntington",8,2011,95.1,92.6,95.1,89.7,"2011-08","August"
"Hicksville/Huntington",7,2011,95.1,93,95.1,94.6,"2011-07","July"
"Hicksville/Huntington",6,2011,95.1,92.7,95.1,92.8,"2011-06","June"
"Hicksville/Huntington",5,2011,95.1,92.7,95.1,92.7,"2011-05","May"
"Hicksville/Huntington",4,2011,95.1,92.7,95.1,95.2,"2011-04","April"
"Hicksville/Huntington",3,2011,95.1,91.9,95.1,94.8,"2011-03","March"
"Hicksville/Huntington",2,2011,95.1,90.4,95.1,94,"2011-02","February"
"Hicksville/Huntington",1,2011,95.1,87.2,95.1,87.2,"2011-01","January"
"Hicksville/Huntington",12,2010,95.1,91.5,95.1,91.5,"2010-12","December"
"Hicksville/Huntington",11,2010,95.1,91.4,95.1,94.3,"2010-11","November"
"Hicksville/Huntington",10,2010,95.1,91.1,95.1,92.7,"2010-10","October"
"Hicksville/Huntington",9,2010,95.1,90.9,95.1,91,"2010-09","September"
"Hicksville/Huntington",8,2010,95.1,90.9,95.1,85.1,"2010-08","August"
"Hicksville/Huntington",7,2010,95.1,91.8,95.1,91,"2010-07","July"
"Hicksville/Huntington",6,2010,95.1,91.9,95.1,90.2,"2010-06","June"
"Hicksville/Huntington",5,2010,95.1,92.2,95.1,93.3,"2010-05","May"
"Hicksville/Huntington",4,2010,95.1,92,95.1,89.8,"2010-04","April"
"Hicksville/Huntington",3,2010,95.1,92.6,95.1,88.7,"2010-03","March"
"Hicksville/Huntington",2,2010,95.1,94.7,95.1,92.8,"2010-02","February"
"Hicksville/Huntington",1,2010,95.1,96.4,95.1,96.4,"2010-01","January"
"Hicksville/Huntington",12,2009,0,94.4,0,90.2,"2009-12","December"
"Hicksville/Huntington",11,2009,0,94.8,0,95.1,"2009-11","November"
"Hicksville/Huntington",10,2009,0,94.8,0,93.8,"2009-10","October"
"Hicksville/Huntington",9,2009,0,94.9,0,95.1,"2009-09","September"
"Hicksville/Huntington",8,2009,0,94.9,0,94.9,"2009-08","August"
"Hicksville/Huntington",7,2009,0,94.8,0,93.4,"2009-07","July"
"Hicksville/Huntington",6,2009,0,95.1,0,93.7,"2009-06","June"
"Hicksville/Huntington",5,2009,0,95.4,0,95.7,"2009-05","May"
"Hicksville/Huntington",4,2009,0,95.3,0,96.6,"2009-04","April"
"Hicksville/Huntington",3,2009,0,94.9,0,93.8,"2009-03","March"
"Hicksville/Huntington",2,2009,0,95.4,0,94.5,"2009-02","February"
"Hicksville/Huntington",1,2009,0,96.3,0,96.3,"2009-01","January"
"Hicksville/Huntington",12,2008,0,94.5,0,93.6,"2008-12","December"
"Hicksville/Huntington",11,2008,0,94.6,0,92.1,"2008-11","November"
"Hicksville/Huntington",10,2008,0,94.8,0,93.1,"2008-10","October"
"Hicksville/Huntington",9,2008,0,95,0,94.7,"2008-09","September"
"Hicksville/Huntington",8,2008,0,95.1,0,96.6,"2008-08","August"
"Hicksville/Huntington",7,2008,0,94.9,0,95.5,"2008-07","July"
"Hicksville/Huntington",6,2008,0,94.8,0,95.4,"2008-06","June"
"Hicksville/Huntington",5,2008,0,94.6,0,95.6,"2008-05","May"
"Hicksville/Huntington",4,2008,0,94.4,0,95.2,"2008-04","April"
"Hicksville/Huntington",3,2008,0,94.1,0,93.3,"2008-03","March"
"Hicksville/Huntington",2,2008,0,94.6,0,94.3,"2008-02","February"
"Hicksville/Huntington",1,2008,0,94.8,0,94.8,"2008-01","January"
"Hempstead",11,2018,96.5,92.4,96.5,90.2,"2018-11","November"
"Hempstead",10,2018,96.5,92.6,96.5,95.8,"2018-10","October"
"Hempstead",9,2018,96.5,92.2,96.5,96.3,"2018-09","September"
"Hempstead",8,2018,96.5,91.7,96.5,92.3,"2018-08","August"
"Hempstead",7,2018,96.5,91.6,96.5,93.4,"2018-07","July"
"Hempstead",6,2018,96.5,91.3,96.5,93.9,"2018-06","June"
"Hempstead",5,2018,96.5,90.8,96.5,94.2,"2018-05","May"
"Hempstead",4,2018,96.5,89.9,96.5,94.5,"2018-04","April"
"Hempstead",3,2018,96.5,88.3,96.5,88.1,"2018-03","March"
"Hempstead",2,2018,96.5,88.5,96.5,92.7,"2018-02","February"
"Hempstead",1,2018,96.5,84.7,96.5,84.7,"2018-01","January"
"Hempstead",12,2017,96.5,93.8,96.5,92.8,"2017-12","December"
"Hempstead",11,2017,96.5,93.9,96.5,94,"2017-11","November"
"Hempstead",10,2017,96.5,93.9,96.5,96.1,"2017-10","October"
"Hempstead",9,2017,96.5,93.7,96.5,95.6,"2017-09","September"
"Hempstead",8,2017,96.5,93.4,96.5,96.5,"2017-08","August"
"Hempstead",7,2017,96.5,92.9,96.5,95.5,"2017-07","July"
"Hempstead",6,2017,96.5,92.5,96.5,91.6,"2017-06","June"
"Hempstead",5,2017,96.5,92.7,96.5,93.7,"2017-05","May"
"Hempstead",4,2017,96.5,92.5,96.5,93.7,"2017-04","April"
"Hempstead",3,2017,96.5,92,96.5,92.9,"2017-03","March"
"Hempstead",2,2017,96.5,91.6,96.5,90.3,"2017-02","February"
"Hempstead",1,2017,96.5,92.7,96.5,92.7,"2017-01","January"
"Hempstead",12,2016,96.5,95.7,96.5,93.8,"2016-12","December"
"Hempstead",11,2016,96.5,95.9,96.5,94.7,"2016-11","November"
"Hempstead",10,2016,96.5,96,96.5,95.1,"2016-10","October"
"Hempstead",9,2016,96.5,96.2,96.5,96.8,"2016-09","September"
"Hempstead",8,2016,96.5,96.1,96.5,96,"2016-08","August"
"Hempstead",7,2016,96.5,96.1,96.5,92.5,"2016-07","July"
"Hempstead",6,2016,96.5,96.7,96.5,97.3,"2016-06","June"
"Hempstead",5,2016,96.5,96.6,96.5,98,"2016-05","May"
"Hempstead",4,2016,96.5,96.2,96.5,96.9,"2016-04","April"
"Hempstead",3,2016,96.5,95.9,96.5,97.7,"2016-03","March"
"Hempstead",2,2016,96.5,94.9,96.5,94.4,"2016-02","February"
"Hempstead",1,2016,96.5,95.5,96.5,95.5,"2016-01","January"
"Hempstead",12,2015,96.5,94.8,96.5,97.5,"2015-12","December"
"Hempstead",11,2015,96.5,94.6,96.5,95.9,"2015-11","November"
"Hempstead",10,2015,96.5,94.08,96.5,95.39,"2015-10","October"
"Hempstead",9,2015,96.5,94.3,96.5,94.6,"2015-09","September"
"Hempstead",8,2015,96.5,94.3,96.5,94.1,"2015-08","August"
"Hempstead",7,2015,96.5,94.3,96.5,92.6,"2015-07","July"
"Hempstead",6,2015,96.5,94.6,96.5,93.9,"2015-06","June"
"Hempstead",5,2015,96.5,94.7,96.5,96.2,"2015-05","May"
"Hempstead",4,2015,96.5,94.3,96.5,96.5,"2015-04","April"
"Hempstead",3,2015,96.5,93.53,96.5,94.46,"2015-03","March"
"Hempstead",2,2015,96.5,93.03,96.5,91.96,"2015-02","February"
"Hempstead",1,2015,96.5,94,96.5,94,"2015-01","January"
"Hempstead",12,2014,95.1,95.1,95.1,95.3,"2014-12","December"
"Hempstead",11,2014,95.1,95.1,95.1,96.2,"2014-11","November"
"Hempstead",10,2014,95.1,94.9,95.1,95.8,"2014-10","October"
"Hempstead",9,2014,95.1,94.8,95.1,95.7,"2014-09","September"
"Hempstead",8,2014,95.1,94.7,95.1,96.4,"2014-08","August"
"Hempstead",7,2014,95.1,94.5,95.1,96.3,"2014-07","July"
"Hempstead",6,2014,95.1,94.2,95.1,95,"2014-06","June"
"Hempstead",5,2014,95.1,94,95.1,94.9,"2014-05","May"
"Hempstead",4,2014,95.1,93.8,95.1,94.2,"2014-04","April"
"Hempstead",3,2014,95.1,93.6,95.1,95.4,"2014-03","March"
"Hempstead",2,2014,95.1,92.7,95.1,92.7,"2014-02","February"
"Hempstead",1,2014,95.1,92.7,95.1,92.7,"2014-01","January"
"Hempstead",12,2013,95.1,96.4,95.1,96.3,"2013-12","December"
"Hempstead",11,2013,95.1,96.4,95.1,94.7,"2013-11","November"
"Hempstead",10,2013,95.1,96.6,95.1,97.4,"2013-10","October"
"Hempstead",9,2013,95.1,96.5,95.1,97.4,"2013-09","September"
"Hempstead",8,2013,95.1,96.4,95.1,95.1,"2013-08","August"
"Hempstead",7,2013,95.1,96.6,95.1,96.6,"2013-07","July"
"Hempstead",6,2013,95.1,96.6,95.1,97,"2013-06","June"
"Hempstead",5,2013,95.1,96.5,95.1,95.3,"2013-05","May"
"Hempstead",4,2013,95.1,96.8,95.1,97.7,"2013-04","April"
"Hempstead",3,2013,95.1,96.5,95.1,95.9,"2013-03","March"
"Hempstead",2,2013,95.1,96.8,95.1,96.7,"2013-02","February"
"Hempstead",1,2013,95.1,97,95.1,97,"2013-01","January"
"Hempstead",12,2012,95.1,97,95.1,96.8,"2012-12","December"
"Hempstead",11,2012,95.1,97.1,95.1,91.4,"2012-11","November"
"Hempstead",10,2012,95.1,97.5,95.1,98.8,"2012-10","October"
"Hempstead",9,2012,95.1,97.4,95.1,97.6,"2012-09","September"
"Hempstead",8,2012,95.1,97.4,95.1,96.4,"2012-08","August"
"Hempstead",7,2012,95.1,97.5,95.1,97.6,"2012-07","July"
"Hempstead",6,2012,95.1,97.5,95.1,95.8,"2012-06","June"
"Hempstead",5,2012,95.1,97.8,95.1,98.2,"2012-05","May"
"Hempstead",4,2012,95.1,97.7,95.1,97.8,"2012-04","April"
"Hempstead",3,2012,95.1,97.6,95.1,97.7,"2012-03","March"
"Hempstead",2,2012,95.1,97.6,95.1,98.1,"2012-02","February"
"Hempstead",1,2012,95.1,97.2,95.1,97.2,"2012-01","January"
"Hempstead",12,2011,95.1,96.6,95.1,98.2,"2011-12","December"
"Hempstead",11,2011,95.1,96.5,95.1,97.6,"2011-11","November"
"Hempstead",10,2011,95.1,96.4,95.1,96.8,"2011-10","October"
"Hempstead",9,2011,95.1,96.3,95.1,94.5,"2011-09","September"
"Hempstead",8,2011,95.1,96.6,95.1,94.1,"2011-08","August"
"Hempstead",7,2011,95.1,96.9,95.1,97.2,"2011-07","July"
"Hempstead",6,2011,95.1,96.9,95.1,97.1,"2011-06","June"
"Hempstead",5,2011,95.1,96.9,95.1,97.4,"2011-05","May"
"Hempstead",4,2011,95.1,96.7,95.1,98,"2011-04","April"
"Hempstead",3,2011,95.1,96.3,95.1,98,"2011-03","March"
"Hempstead",2,2011,95.1,95.3,95.1,97.5,"2011-02","February"
"Hempstead",1,2011,95.1,93.4,95.1,93.4,"2011-01","January"
"Hempstead",12,2010,95.1,95.9,95.1,96,"2010-12","December"
"Hempstead",11,2010,95.1,95.7,95.1,96.6,"2010-11","November"
"Hempstead",10,2010,95.1,95.6,95.1,95.2,"2010-10","October"
"Hempstead",9,2010,95.1,95.7,95.1,96,"2010-09","September"
"Hempstead",8,2010,95.1,95.6,95.1,90.5,"2010-08","August"
"Hempstead",7,2010,95.1,96.4,95.1,95.5,"2010-07","July"
"Hempstead",6,2010,95.1,96.5,95.1,96.8,"2010-06","June"
"Hempstead",5,2010,95.1,96.5,95.1,96.2,"2010-05","May"
"Hempstead",4,2010,95.1,96.5,95.1,95.1,"2010-04","April"
"Hempstead",3,2010,95.1,97,95.1,96.2,"2010-03","March"
"Hempstead",2,2010,95.1,97.5,95.1,96.4,"2010-02","February"
"Hempstead",1,2010,95.1,98.5,95.1,98.5,"2010-01","January"
"Hempstead",12,2009,0,97.3,0,95.7,"2009-12","December"
"Hempstead",11,2009,0,97.4,0,98,"2009-11","November"
"Hempstead",10,2009,0,97.4,0,97.4,"2009-10","October"
"Hempstead",9,2009,0,97.3,0,98.1,"2009-09","September"
"Hempstead",8,2009,0,97.3,0,97.8,"2009-08","August"
"Hempstead",7,2009,0,97.2,0,97.6,"2009-07","July"
"Hempstead",6,2009,0,97.1,0,97.8,"2009-06","June"
"Hempstead",5,2009,0,97,0,97.6,"2009-05","May"
"Hempstead",4,2009,0,96.8,0,98.3,"2009-04","April"
"Hempstead",3,2009,0,96.3,0,95.6,"2009-03","March"
"Hempstead",2,2009,0,96.7,0,97.1,"2009-02","February"
"Hempstead",1,2009,0,96.3,0,96.3,"2009-01","January"
"Hempstead",12,2008,0,96.9,0,96.6,"2008-12","December"
"Hempstead",11,2008,0,96.9,0,94.2,"2008-11","November"
"Hempstead",10,2008,0,97.2,0,96.9,"2008-10","October"
"Hempstead",9,2008,0,97.2,0,97.6,"2008-09","September"
"Hempstead",8,2008,0,97.2,0,98.2,"2008-08","August"
"Hempstead",7,2008,0,97.1,0,97.8,"2008-07","July"
"Hempstead",6,2008,0,96.9,0,97.9,"2008-06","June"
"Hempstead",5,2008,0,96.7,0,96.8,"2008-05","May"
"Hempstead",4,2008,0,96.7,0,96.4,"2008-04","April"
"Hempstead",3,2008,0,96.8,0,95.6,"2008-03","March"
"Hempstead",2,2008,0,97.4,0,97.1,"2008-02","February"
"Hempstead",1,2008,0,97.7,0,97.7,"2008-01","January"
"Long Beach",11,2018,95.9,92.3,95.9,88.9,"2018-11","November"
"Long Beach",10,2018,95.9,92.6,95.9,94.3,"2018-10","October"
"Long Beach",9,2018,95.9,92.5,95.9,93.8,"2018-09","September"
"Long Beach",8,2018,95.9,92.3,95.9,91.7,"2018-08","August"
"Long Beach",7,2018,95.9,92.4,95.9,91.4,"2018-07","July"
"Long Beach",6,2018,95.9,92.6,95.9,95,"2018-06","June"
"Long Beach",5,2018,95.9,92.1,95.9,94.1,"2018-05","May"
"Long Beach",4,2018,95.9,91.5,95.9,95.1,"2018-04","April"
"Long Beach",3,2018,95.9,90.3,95.9,92,"2018-03","March"
"Long Beach",2,2018,95.9,89.5,95.9,94.3,"2018-02","February"
"Long Beach",1,2018,95.9,85.1,95.9,85.1,"2018-01","January"
"Long Beach",12,2017,95.9,93.5,95.9,92.7,"2017-12","December"
"Long Beach",11,2017,95.9,93.5,95.9,95.1,"2017-11","November"
"Long Beach",10,2017,95.9,93.4,95.9,96.4,"2017-10","October"
"Long Beach",9,2017,95.9,93.1,95.9,95.1,"2017-09","September"
"Long Beach",8,2017,95.9,92.8,95.9,96.2,"2017-08","August"
"Long Beach",7,2017,95.9,92.3,95.9,94,"2017-07","July"
"Long Beach",6,2017,95.9,92,95.9,91.7,"2017-06","June"
"Long Beach",5,2017,95.9,92.1,95.9,91.7,"2017-05","May"
"Long Beach",4,2017,95.9,92.2,95.9,93.5,"2017-04","April"
"Long Beach",3,2017,95.9,91.7,95.9,92.2,"2017-03","March"
"Long Beach",2,2017,95.9,91.5,95.9,90.5,"2017-02","February"
"Long Beach",1,2017,95.9,92.4,95.9,92.4,"2017-01","January"
"Long Beach",12,2016,95.9,94.9,95.9,94.4,"2016-12","December"
"Long Beach",11,2016,95.9,94.9,95.9,94.6,"2016-11","November"
"Long Beach",10,2016,95.9,95,95.9,96.1,"2016-10","October"
"Long Beach",9,2016,95.9,94.8,95.9,94.7,"2016-09","September"
"Long Beach",8,2016,95.9,94.9,95.9,94.2,"2016-08","August"
"Long Beach",7,2016,95.9,95,95.9,91.5,"2016-07","July"
"Long Beach",6,2016,95.9,95.6,95.9,96,"2016-06","June"
"Long Beach",5,2016,95.9,95.5,95.9,96.1,"2016-05","May"
"Long Beach",4,2016,95.9,95.3,95.9,96.4,"2016-04","April"
"Long Beach",3,2016,95.9,95,95.9,97,"2016-03","March"
"Long Beach",2,2016,95.9,93.8,95.9,93,"2016-02","February"
"Long Beach",1,2016,95.9,94.6,95.9,94.6,"2016-01","January"
"Long Beach",12,2015,95.9,93.3,95.9,96.3,"2015-12","December"
"Long Beach",11,2015,95.9,93,95.9,94.6,"2015-11","November"
"Long Beach",10,2015,95.9,92.79,95.9,93.39,"2015-10","October"
"Long Beach",9,2015,95.9,92.7,95.9,91.8,"2015-09","September"
"Long Beach",8,2015,95.9,92.9,95.9,92.6,"2015-08","August"
"Long Beach",7,2015,95.9,92.9,95.9,92.2,"2015-07","July"
"Long Beach",6,2015,95.9,93,95.9,94.4,"2015-06","June"
"Long Beach",5,2015,95.9,92.8,95.9,95,"2015-05","May"
"Long Beach",4,2015,95.9,92.2,95.9,94.5,"2015-04","April"
"Long Beach",3,2015,95.9,91.37,95.9,93.47,"2015-03","March"
"Long Beach",2,2015,95.9,90.23,95.9,90.1,"2015-02","February"
"Long Beach",1,2015,95.9,90.4,95.9,90.4,"2015-01","January"
"Long Beach",12,2014,95.1,93.7,95.1,92.7,"2014-12","December"
"Long Beach",11,2014,95.1,93.8,95.1,94.7,"2014-11","November"
"Long Beach",10,2014,95.1,93.7,95.1,94.7,"2014-10","October"
"Long Beach",9,2014,95.1,93.6,95.1,95.1,"2014-09","September"
"Long Beach",8,2014,95.1,93.4,95.1,94,"2014-08","August"
"Long Beach",7,2014,95.1,93.3,95.1,94.2,"2014-07","July"
"Long Beach",6,2014,95.1,93.1,95.1,93.8,"2014-06","June"
"Long Beach",5,2014,95.1,93,95.1,91.6,"2014-05","May"
"Long Beach",4,2014,95.1,93.3,95.1,94.7,"2014-04","April"
"Long Beach",3,2014,95.1,92.8,95.1,94.6,"2014-03","March"
"Long Beach",2,2014,95.1,92,95.1,93.2,"2014-02","February"
"Long Beach",1,2014,95.1,90.8,95.1,90.8,"2014-01","January"
"Long Beach",12,2013,95.1,95.3,95.1,97.1,"2013-12","December"
"Long Beach",11,2013,95.1,95.1,95.1,94.2,"2013-11","November"
"Long Beach",10,2013,95.1,95.2,95.1,96.6,"2013-10","October"
"Long Beach",9,2013,95.1,95.1,95.1,95.3,"2013-09","September"
"Long Beach",8,2013,95.1,95,95.1,93.4,"2013-08","August"
"Long Beach",7,2013,95.1,95.3,95.1,93.7,"2013-07","July"
"Long Beach",6,2013,95.1,95.6,95.1,96.1,"2013-06","June"
"Long Beach",5,2013,95.1,95.4,95.1,96.2,"2013-05","May"
"Long Beach",4,2013,95.1,95.3,95.1,96.3,"2013-04","April"
"Long Beach",3,2013,95.1,94.9,95.1,92.9,"2013-03","March"
"Long Beach",2,2013,95.1,95.9,95.1,96.6,"2013-02","February"
"Long Beach",1,2013,95.1,95.4,95.1,95.4,"2013-01","January"
"Long Beach",12,2012,95.1,96.3,95.1,95.4,"2012-12","December"
"Long Beach",11,2012,95.1,96.4,95.1,95.2,"2012-11","November"
"Long Beach",10,2012,95.1,96.5,95.1,96.5,"2012-10","October"
"Long Beach",9,2012,95.1,96.5,95.1,95.7,"2012-09","September"
"Long Beach",8,2012,95.1,96.6,95.1,96,"2012-08","August"
"Long Beach",7,2012,95.1,96.7,95.1,95.8,"2012-07","July"
"Long Beach",6,2012,95.1,96.8,95.1,94.9,"2012-06","June"
"Long Beach",5,2012,95.1,97.2,95.1,97.1,"2012-05","May"
"Long Beach",4,2012,95.1,97.2,95.1,96.8,"2012-04","April"
"Long Beach",3,2012,95.1,97.3,95.1,96.9,"2012-03","March"
"Long Beach",2,2012,95.1,97.6,95.1,98,"2012-02","February"
"Long Beach",1,2012,95.1,97.1,95.1,97.1,"2012-01","January"
"Long Beach",12,2011,95.1,95.8,95.1,98.1,"2011-12","December"
"Long Beach",11,2011,95.1,95.5,95.1,97.5,"2011-11","November"
"Long Beach",10,2011,95.1,95.3,95.1,96.7,"2011-10","October"
"Long Beach",9,2011,95.1,95.2,95.1,93.5,"2011-09","September"
"Long Beach",8,2011,95.1,95.4,95.1,92.5,"2011-08","August"
"Long Beach",7,2011,95.1,95.8,95.1,94.7,"2011-07","July"
"Long Beach",6,2011,95.1,96,95.1,94.9,"2011-06","June"
"Long Beach",5,2011,95.1,96.2,95.1,96,"2011-05","May"
"Long Beach",4,2011,95.1,96.3,95.1,98,"2011-04","April"
"Long Beach",3,2011,95.1,95.7,95.1,96.7,"2011-03","March"
"Long Beach",2,2011,95.1,95.1,95.1,97.3,"2011-02","February"
"Long Beach",1,2011,95.1,93.2,95.1,93.2,"2011-01","January"
"Long Beach",12,2010,95.1,95.4,95.1,95.2,"2010-12","December"
"Long Beach",11,2010,95.1,95.3,95.1,98,"2010-11","November"
"Long Beach",10,2010,95.1,95.1,95.1,96.5,"2010-10","October"
"Long Beach",9,2010,95.1,94.9,95.1,95.6,"2010-09","September"
"Long Beach",8,2010,95.1,94.8,95.1,89.4,"2010-08","August"
