Date,Branch,Type,Station,Time,Period,trip_short_name,Status
,,Arrive:,Ronkonkoma Station, 4:34PM,,,
6/1/2018,Hunt. Hicks.,Depart:,Huntington Station, 3:24PM,Off Peak,1709,Late - 14 mins
,,Arrive:,Penn Station, 4:31PM,,,
6/1/2018,Port Washington,Depart:,Port Washington Station, 3:41PM,Off Peak,457,Late - 8 mins
,,Arrive:,Penn Station, 4:25PM,,,
6/1/2018,Babylon,Depart:,Penn Station, 3:47PM,Off Peak,138,Late - 7 mins
,,Arrive:,Babylon Station, 4:53PM,,,
6/1/2018,Port Washington,Depart:,Penn Station, 3:50PM,Off Peak,442,Late - 9 mins
,,Arrive:,Port Washington Station, 4:34PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Penn Station, 3:56PM,Off Peak,2058,Late - 34 mins
,,Arrive:,Ronkonkoma Station, 5:16PM,,,
6/1/2018,Hunt. Hicks.,Depart:,Penn Station, 4:01PM,Off Peak,1718,Late - 15 mins
,,Arrive:,Huntington Station, 5:07PM,,,
6/1/2018,Port Washington,Depart:,Port Washington Station, 4:06PM,Off Peak,459,Late - 6 mins
,,Arrive:,Penn Station, 4:50PM,,,
6/1/2018,Montauk,Depart:,Penn Station, 4:07PM,PM Peak,2798,Late - 15 mins
,,Arrive:,Montauk Station, 6:48PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:10PM,Off Peak,2350,Late - 13 mins
,,Arrive:,Farmingdale Station, 5:04PM,,,
6/1/2018,Oyster Bay,Depart:,Hunterspoint Ave., 4:18PM,PM Peak,558,Late - 8 mins
,,Arrive:,Oyster Bay Station, 5:30PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:25PM,PM Peak,2060,Late - 11 mins
,,Arrive:,Ronkonkoma Station, 5:44PM,,,
6/1/2018,Port Washington,Depart:,Port Washington Station, 4:36PM,Off Peak,461,Canceled
,,Arrive:,Penn Station, 5:20PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 4:48PM,Off Peak,2061,Late - 37 mins
,,Arrive:,Penn Station, 6:10PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:52PM,PM Peak,2062,Late - 11 mins
,,Arrive:,Ronkonkoma Station, 6:04PM,,,
6/1/2018,Port Washington,Depart:,Port Washington Station, 5:00PM,Off Peak,463,Late - 10 mins
,,Arrive:,Penn Station, 5:47PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 5:21PM,Off Peak,254,Late - 44 mins
,,Arrive:,Greenport Station, 6:45PM,,,
6/1/2018,Port Washington,Depart:,Penn Station, 5:30PM,PM Peak,360,Late - 9 mins
,,Arrive:,Great Neck Station, 6:05PM,,,
6/1/2018,Port Washington,Depart:,Penn Station, 5:45PM,PM Peak,454,Late - 9 mins
,,Arrive:,Port Washington Station, 6:21PM,,,
6/1/2018,Port Washington,Depart:,Penn Station, 5:57PM,PM Peak,364,Late - 9 mins
,,Arrive:,Great Neck Station, 6:30PM,,,
6/1/2018,Port Washington,Depart:,Great Neck Station, 6:23PM,Off Peak,353,Late - 13 mins
,,Arrive:,Penn Station, 6:58PM,,,
6/1/2018,Port Washington,Depart:,Port Washington Station, 6:24PM,Off Peak,467,Late - 10 mins
,,Arrive:,Penn Station, 7:03PM,,,
6/1/2018,Port Washington,Depart:,Great Neck Station, 6:46PM,Off Peak,355,Late - 7 mins
,,Arrive:,Penn Station, 7:15PM,,,
6/1/2018,Montauk,Depart:,Jamaica Station, 7:23PM,PM Peak,2718,Late - 14 mins
,,Arrive:,Montauk Station, 9:55PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Greenport Station, 8:38PM,Off Peak,255,Partially Canceled
,,Arrive:,Jamaica Station,11:05PM,,,
6/1/2018,Ronk. (greenpt.),Depart:,Penn Station, 9:16PM,Off Peak,2088,Late - 12 mins
,,Arrive:,Ronkonkoma Station,10:37PM,,,
6/1/2018,Hunt. Hicks.,Depart:,Penn Station, 9:43PM,Off Peak,1746,Late - 11 mins
,,Arrive:,Huntington Station,10:51PM,,,
6/1/2018,Babylon,Depart:,Penn Station,10:06PM,Off Peak,188,Late - 7 mins
,,Arrive:,Babylon Station,11:23PM,,,
6/1/2018,Port Washington,Depart:,Port Washington Station,10:15PM,Off Peak,481,Late - 7 mins
,,Arrive:,Penn Station,10:59PM,,,
6/1/2018,Port Jefferson,Depart:,Huntington Station,10:57PM,Off Peak,674,Late - 10 mins
,,Arrive:,Port Jefferson Station,11:44PM,,,
6/1/2018,Babylon,Depart:,Penn Station,11:06PM,Off Peak,194,Late - 6 mins
,,Arrive:,Babylon Station,12:23AM,,,
6/1/2018,Port Jefferson,Depart:,Port Jefferson Station,11:22PM,Off Peak,665,Late - 11 mins
,,Arrive:,Huntington Station,12:10AM,,,
6/1/2018,Port Jefferson,Depart:,Hicksville Station,11:31PM,Off Peak,676,Late - 7 mins
,,Arrive:,Port Jefferson Station,12:35AM,,,
6/1/2018,Babylon,Depart:,Penn Station,11:38PM,Off Peak,198,Late - 6 mins
,,Arrive:,Babylon Station,12:56AM,,,
6/1/2018,Hunt. Hicks.,Depart:,Penn Station,11:43PM,Off Peak,1754,Late - 8 mins
,,Arrive:,Huntington Station,12:48AM,,,
6/2/2018,Hunt. Hicks.,Depart:,Huntington Station,12:17AM,Off Peak,7601,Late - 8 mins
,,Arrive:,Penn Station, 1:20AM,,,
6/2/2018,Babylon,Depart:,Penn Station,12:40AM,Off Peak,6002,Late - 8 mins
,,Arrive:,Babylon Station, 1:58AM,,,
6/2/2018,Port Jefferson,Depart:,Jamaica Station,12:40AM,Off Peak,6602,Late - 6 mins
,,Arrive:,Port Jefferson Station, 2:06AM,,,
6/2/2018,Montauk,Depart:,Jamaica Station, 8:10AM,Off Peak,8704,Late - 18 mins
,,Arrive:,Montauk Station,10:49AM,,,
6/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 9:40AM,Off Peak,6202,Late - 13 mins
,,Arrive:,Greenport Station,11:05AM,,,
6/2/2018,Hunt. Hicks.,Depart:,Huntington Station,10:40AM,Off Peak,7627,Late - 6 mins
,,Arrive:,Penn Station,11:45AM,,,
6/2/2018,Montauk,Depart:,Jamaica Station,12:10PM,Off Peak,8710,Late - 38 mins
,,Arrive:,Montauk Station, 2:53PM,,,
6/2/2018,Port Washington,Depart:,Port Washington Station,12:11PM,Off Peak,6451,Late - 6 mins
,,Arrive:,Penn Station,12:56PM,,,
6/2/2018,Port Washington,Depart:,Penn Station,12:49PM,Off Peak,6452,Late - 12 mins
,,Arrive:,Port Washington Station, 1:35PM,,,
6/2/2018,Oyster Bay,Depart:,Jamaica Station,12:52PM,Off Peak,6506,Late - 6 mins
,,Arrive:,Oyster Bay Station, 1:46PM,,,
6/2/2018,Hunt. Hicks.,Depart:,Penn Station,12:55PM,Off Peak,7704,Late - 12 mins
,,Arrive:,Huntington Station, 2:00PM,,,
6/2/2018,Babylon,Depart:,Penn Station,12:59PM,Off Peak,6102,Late - 18 mins
,,Arrive:,Babylon Station, 2:13PM,,,
6/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 1:40PM,Off Peak,7707,Late - 17 mins
,,Arrive:,Penn Station, 2:45PM,,,
6/2/2018,Far Rockaway,Depart:,Atlantic Terminal, 2:14PM,Off Peak,8854,Late - 7 mins
,,Arrive:,Far Rockaway Station, 3:05PM,,,
6/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 2:15PM,Off Peak,8054,Late - 8 mins
,,Arrive:,Hicksville Station, 2:58PM,,,
6/2/2018,Ronk. (greenpt.),Depart:,Hicksville Station, 2:16PM,Off Peak,8053,Late - 6 mins
,,Arrive:,Penn Station, 2:59PM,,,
6/2/2018,Montauk,Depart:,Babylon Station, 2:19PM,Off Peak,8768,Late - 17 mins
,,Arrive:,Patchogue Station, 2:49PM,,,
6/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 2:40PM,Off Peak,7711,Late - 8 mins
,,Arrive:,Penn Station, 3:45PM,,,
6/2/2018,Oyster Bay,Depart:,Jamaica Station, 2:52PM,Off Peak,6550,Late - 6 mins
,,Arrive:,Oyster Bay Station, 3:46PM,,,
6/2/2018,Long Beach,Depart:,Long Beach Station, 3:24PM,Off Peak,6857,Late - 6 mins
,,Arrive:,Penn Station, 4:24PM,,,
6/2/2018,Montauk,Depart:,Montauk Station, 3:30PM,Off Peak,8709,Late - 55 mins
,,Arrive:,Jamaica Station, 6:15PM,,,
6/2/2018,West Hempstead,Depart:,Valley Stream Station, 3:48PM,Off Peak,6954,Late - 7 mins
,,Arrive:,West Hempstead Station, 4:03PM,,,
6/2/2018,Hunt. Hicks.,Depart:,Penn Station, 4:55PM,Off Peak,7720,Late - 6 mins
,,Arrive:,Huntington Station, 6:00PM,,,
6/2/2018,Oyster Bay,Depart:,Oyster Bay Station, 5:00PM,Off Peak,6559,Late - 13 mins
,,Arrive:,Jamaica Station, 5:57PM,,,
6/2/2018,Montauk,Depart:,Montauk Station, 5:26PM,Off Peak,8715,Late - 25 mins
,,Arrive:,Jamaica Station, 7:58PM,,,
6/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 5:40PM,Off Peak,7723,Late - 10 mins
,,Arrive:,Penn Station, 6:45PM,,,
6/2/2018,Port Washington,Depart:,Port Washington Station, 5:42PM,Off Peak,6473,Late - 7 mins
,,Arrive:,Penn Station, 6:27PM,,,
6/2/2018,Oyster Bay,Depart:,Jamaica Station, 5:52PM,Off Peak,6554,Late - 8 mins
,,Arrive:,Oyster Bay Station, 6:46PM,,,
6/2/2018,Port Washington,Depart:,Penn Station, 6:19PM,Off Peak,6474,Late - 13 mins
,,Arrive:,Port Washington Station, 7:05PM,,,
6/2/2018,Port Washington,Depart:,Port Washington Station, 6:42PM,Off Peak,6477,Late - 8 mins
,,Arrive:,Penn Station, 7:27PM,,,
6/2/2018,Port Washington,Depart:,Port Washington Station, 7:11PM,Off Peak,6479,Late - 13 mins
,,Arrive:,Penn Station, 7:56PM,,,
6/2/2018,Montauk,Depart:,Patchogue Station, 7:20PM,Off Peak,8771,Late - 10 mins
,,Arrive:,Babylon Station, 7:50PM,,,
6/2/2018,Montauk,Depart:,Jamaica Station, 7:41PM,Off Peak,8738,Late - 12 mins
,,Arrive:,Speonk Station, 9:15PM,,,
6/2/2018,Port Washington,Depart:,Penn Station, 7:49PM,Off Peak,6480,Late - 6 mins
,,Arrive:,Port Washington Station, 8:35PM,,,
6/2/2018,Babylon,Depart:,Babylon Station, 7:53PM,Off Peak,6137,Late - 7 mins
,,Arrive:,Penn Station, 9:07PM,,,
6/2/2018,Babylon,Depart:,Penn Station, 7:59PM,Off Peak,6132,Late - 10 mins
,,Arrive:,Babylon Station, 9:12PM,,,
6/2/2018,Babylon,Depart:,Babylon Station, 8:53PM,Off Peak,6143,Late - 6 mins
,,Arrive:,Penn Station,10:07PM,,,
6/2/2018,Babylon,Depart:,Penn Station, 8:59PM,Off Peak,6136,Late - 10 mins
,,Arrive:,Babylon Station,10:12PM,,,
6/2/2018,Montauk,Depart:,Patchogue Station, 9:26PM,Off Peak,8775,Late - 9 mins
,,Arrive:,Babylon Station, 9:56PM,,,
6/2/2018,Montauk,Depart:,Jamaica Station, 9:41PM,Off Peak,8712,Late - 11 mins
,,Arrive:,Montauk Station,12:20AM,,,
6/2/2018,Long Beach,Depart:,Penn Station,10:43PM,Off Peak,6870,Late - 11 mins
,,Arrive:,Long Beach Station,11:39PM,,,
6/2/2018,Hunt. Hicks.,Depart:,Penn Station,11:43PM,Off Peak,7746,Late - 7 mins
,,Arrive:,Huntington Station,12:48AM,,,
6/2/2018,Babylon,Depart:,Penn Station,12:04AM,Off Peak,6000,Late - 10 mins
,,Arrive:,Babylon Station, 1:18AM,,,
6/3/2018,Babylon,Depart:,Penn Station,12:04AM,Off Peak,6000,Late - 17 mins
,,Arrive:,Babylon Station, 1:18AM,,,
6/3/2018,Ronk. (greenpt.),Depart:,Penn Station,12:15AM,Off Peak,8000,Late - 12 mins
,,Arrive:,Hicksville Station,12:59AM,,,
6/3/2018,Port Jefferson,Depart:,Jamaica Station,12:40AM,Off Peak,6602,Late - 11 mins
,,Arrive:,Port Jefferson Station, 2:06AM,,,
6/3/2018,Hunt. Hicks.,Depart:,Penn Station, 1:07AM,Off Peak,7602,Late - 8 mins
,,Arrive:,Huntington Station, 2:17AM,,,
6/3/2018,Montauk,Depart:,Speonk Station, 7:00AM,Off Peak,8733,Late - 8 mins
,,Arrive:,Babylon Station, 8:00AM,,,
6/3/2018,Montauk,Depart:,Montauk Station,11:26AM,Off Peak,8703,Late - 8 mins
,,Arrive:,Jamaica Station, 1:58PM,,,
6/3/2018,Babylon,Depart:,Babylon Station, 1:05PM,Off Peak,6105,Late - 11 mins
,,Arrive:,Penn Station, 2:07PM,,,
6/3/2018,Montauk,Depart:,Montauk Station, 1:26PM,Off Peak,8705,Late - 10 mins
,,Arrive:,Jamaica Station, 3:58PM,,,
6/3/2018,Port Washington,Depart:,Port Washington Station, 3:11PM,Off Peak,6463,Late - 8 mins
,,Arrive:,Penn Station, 3:56PM,,,
6/3/2018,West Hempstead,Depart:,Valley Stream Station, 3:48PM,Off Peak,6954,Late - 6 mins
,,Arrive:,West Hempstead Station, 4:03PM,,,
6/3/2018,Babylon,Depart:,Jamaica Station, 4:04PM,Off Peak,7359,Late - 7 mins
,,Arrive:,Penn Station, 4:24PM,,,
6/3/2018,Montauk,Depart:,Patchogue Station, 4:22PM,Off Peak,8767,Late - 7 mins
,,Arrive:,Babylon Station, 4:52PM,,,
6/3/2018,Babylon,Depart:,Penn Station, 8:59PM,Off Peak,6136,Late - 6 mins
,,Arrive:,Babylon Station,10:12PM,,,
6/3/2018,Babylon,Depart:,Babylon Station,10:53PM,Off Peak,6151,Late - 10 mins
,,Arrive:,Penn Station,12:07AM,,,
6/4/2018,Babylon,Depart:,Penn Station,12:04AM,Off Peak,2,Late - 9 mins
,,Arrive:,Babylon Station, 1:17AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station,12:15AM,Off Peak,2000,Late - 45 mins
,,Arrive:,Ronkonkoma Station, 1:36AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,12:44AM,Off Peak,2001,Late - 63 mins
,,Arrive:,Penn Station, 2:03AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station, 1:12AM,Off Peak,2002,Late - 13 mins
,,Arrive:,Ronkonkoma Station, 2:36AM,,,
6/4/2018,Montauk,Depart:,Southampton Station, 4:41AM,AM Peak,2791,Partially Canceled
,,Arrive:,Penn Station, 7:02AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station, 5:12AM,Off Peak,2006,Late - 8 mins
,,Arrive:,Brentwood Station, 6:22AM,,,
6/4/2018,Port Jefferson,Depart:,Port Jefferson Station, 5:44AM,AM Peak,605,Late - 12 mins
,,Arrive:,Penn Station, 7:20AM,,,
6/4/2018,Oyster Bay,Depart:,Oyster Bay Station, 5:50AM,AM Peak,503,Late - 11 mins
,,Arrive:,Penn Station, 7:06AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 6:08AM,AM Peak,2011,Late - 8 mins
,,Arrive:,Penn Station, 7:27AM,,,
6/4/2018,Babylon,Depart:,Babylon Station, 6:12AM,AM Peak,25,Late - 14 mins
,,Arrive:,Penn Station, 7:14AM,,,
6/4/2018,Babylon,Depart:,Massapequa Park Station, 6:13AM,AM Peak,1003,Late - 21 mins
,,Arrive:,Penn Station, 7:08AM,,,
6/4/2018,Hunt. Hicks.,Depart:,Huntington Station, 6:15AM,AM Peak,1617,Late - 13 mins
,,Arrive:,Penn Station, 7:17AM,,,
6/4/2018,Montauk,Depart:,Speonk Station, 6:19AM,AM Peak,2737,Late - 11 mins
,,Arrive:,Penn Station, 8:19AM,,,
6/4/2018,Hempstead,Depart:,Hempstead Station, 6:21AM,AM Peak,799,Late - 7 mins
,,Arrive:,Atlantic Terminal, 7:08AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 6:24AM,AM Peak,2013,Late - 9 mins
,,Arrive:,Penn Station, 7:30AM,,,
6/4/2018,Hunt. Hicks.,Depart:,Hicksville Station, 6:25AM,AM Peak,1203,Late - 9 mins
,,Arrive:,Penn Station, 7:11AM,,,
6/4/2018,Babylon,Depart:,Massapequa Park Station, 6:26AM,AM Peak,1005,Late - 12 mins
,,Arrive:,Penn Station, 7:22AM,,,
6/4/2018,Babylon,Depart:,Lindenhurst Station, 6:31AM,AM Peak,1007,Late - 11 mins
,,Arrive:,Penn Station, 7:33AM,,,
6/4/2018,Babylon,Depart:,Babylon Station, 6:32AM,AM Peak,29,Late - 7 mins
,,Arrive:,Penn Station, 7:37AM,,,
6/4/2018,Long Beach,Depart:,Long Beach Station, 6:37AM,AM Peak,811,Late - 9 mins
,,Arrive:,Penn Station, 7:28AM,,,
6/4/2018,Hempstead,Depart:,Hempstead Station, 6:38AM,AM Peak,713,Late - 7 mins
,,Arrive:,Penn Station, 7:34AM,,,
6/4/2018,Port Jefferson,Depart:,Port Jefferson Station, 6:45AM,AM Peak,611,Late - 9 mins
,,Arrive:,Hunterspoint Ave., 8:30AM,,,
6/4/2018,Hempstead,Depart:,Penn Station, 6:48AM,Off Peak,798,Late - 7 mins
,,Arrive:,Hempstead Station, 7:33AM,,,
6/4/2018,Babylon,Depart:,Freeport Station, 6:57AM,AM Peak,1101,Late - 7 mins
,,Arrive:,Penn Station, 7:40AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Farmingdale Station, 6:57AM,AM Peak,2303,Late - 6 mins
,,Arrive:,Penn Station, 7:48AM,,,
6/4/2018,Hunt. Hicks.,Depart:,Westbury Station, 6:59AM,AM Peak,2401,Late - 6 mins
,,Arrive:,Penn Station, 7:43AM,,,
6/4/2018,Montauk,Depart:,Patchogue Station, 7:01AM,AM Peak,2761,Late - 7 mins
,,Arrive:,Babylon Station, 7:31AM,,,
6/4/2018,Montauk,Depart:,Speonk Station, 7:12AM,AM Peak,2739,Late - 6 mins
,,Arrive:,Hunterspoint Ave., 9:11AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 7:19AM,AM Peak,2023,Late - 8 mins
,,Arrive:,Penn Station, 8:28AM,,,
6/4/2018,Hunt. Hicks.,Depart:,Cold Spring Harbor Sta., 7:28AM,AM Peak,1627,Late - 6 mins
,,Arrive:,Penn Station, 8:25AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 7:32AM,AM Peak,2025,Late - 6 mins
,,Arrive:,Penn Station, 8:47AM,,,
6/4/2018,Hunt. Hicks.,Depart:,Huntington Station, 7:37AM,AM Peak,1629,Late - 7 mins
,,Arrive:,Penn Station, 8:37AM,,,
6/4/2018,Far Rockaway,Depart:,Valley Stream Station, 8:03AM,AM Peak,2819,Late - 10 mins
,,Arrive:,Penn Station, 8:44AM,,,
6/4/2018,Hempstead,Depart:,Hempstead Station, 8:03AM,AM Peak,723,Late - 12 mins
,,Arrive:,Penn Station, 8:51AM,,,
6/4/2018,Port Washington,Depart:,Port Washington Station, 8:08AM,AM Peak,425,Late - 7 mins
,,Arrive:,Penn Station, 8:42AM,,,
6/4/2018,Babylon,Depart:,Freeport Station, 8:10AM,AM Peak,1105,Late - 8 mins
,,Arrive:,Penn Station, 8:50AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 8:31AM,AM Peak,2035,Late - 6 mins
,,Arrive:,Penn Station, 9:56AM,,,
6/4/2018,Montauk,Depart:,Jamaica Station, 8:52AM,Off Peak,2764,Late - 8 mins
,,Arrive:,Patchogue Station, 9:56AM,,,
6/4/2018,Babylon,Depart:,Penn Station, 9:06AM,Off Peak,32,Late - 7 mins
,,Arrive:,Babylon Station,10:21AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station,10:15AM,Off Peak,2014,Late - 24 mins
,,Arrive:,Ronkonkoma Station,11:37AM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station,12:15PM,Off Peak,2050,Late - 10 mins
,,Arrive:,Ronkonkoma Station, 1:37PM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station, 1:15PM,Off Peak,2052,Late - 8 mins
,,Arrive:,Ronkonkoma Station, 2:37PM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 1:41PM,Off Peak,2053,Late - 8 mins
,,Arrive:,Penn Station, 3:02PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Penn Station, 1:50PM,Off Peak,1706,Late - 9 mins
,,Arrive:,Huntington Station, 2:57PM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station, 2:15PM,Off Peak,2054,Late - 10 mins
,,Arrive:,Ronkonkoma Station, 3:37PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Huntington Station, 2:24PM,Off Peak,1705,Late - 7 mins
,,Arrive:,Penn Station, 3:34PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Penn Station, 2:53PM,Off Peak,1712,Late - 6 mins
,,Arrive:,Huntington Station, 3:59PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Huntington Station, 3:03PM,Off Peak,1707,Late - 6 mins
,,Arrive:,Penn Station, 4:13PM,,,
6/4/2018,Oyster Bay,Depart:,Long Island City, 4:44PM,PM Peak,560,Late - 9 mins
,,Arrive:,Oyster Bay Station, 6:15PM,,,
6/4/2018,Far Rockaway,Depart:,Jamaica Station, 4:52PM,Off Peak,1453,Late - 9 mins
,,Arrive:,Atlantic Terminal, 5:10PM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:55PM,PM Peak,2354,Late - 7 mins
,,Arrive:,Farmingdale Station, 5:56PM,,,
6/4/2018,Port Jefferson,Depart:,Long Island City, 5:30PM,PM Peak,664,Late - 11 mins
,,Arrive:,Port Jefferson Station, 7:30PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Penn Station, 5:34PM,PM Peak,1256,Late - 10 mins
,,Arrive:,Cold Spring Harbor Sta., 6:46PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Penn Station, 5:47PM,PM Peak,1732,Late - 8 mins
,,Arrive:,Huntington Station, 6:51PM,,,
6/4/2018,Port Washington,Depart:,Penn Station, 5:57PM,PM Peak,364,Late - 9 mins
,,Arrive:,Great Neck Station, 6:30PM,,,
6/4/2018,Port Washington,Depart:,Penn Station, 6:12PM,PM Peak,456,Late - 9 mins
,,Arrive:,Port Washington Station, 6:48PM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Penn Station, 6:22PM,PM Peak,2078,Late - 7 mins
,,Arrive:,Ronkonkoma Station, 7:39PM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Farmingdale Station, 6:25PM,Off Peak,2351,Canceled
,,Arrive:,Penn Station, 7:22PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Huntington Station, 6:29PM,Off Peak,1717,Late - 9 mins
,,Arrive:,Penn Station, 7:34PM,,,
6/4/2018,Port Washington,Depart:,Great Neck Station, 6:46PM,Off Peak,355,Late - 8 mins
,,Arrive:,Penn Station, 7:15PM,,,
6/4/2018,Ronk. (greenpt.),Depart:,Farmingdale Station, 7:00PM,Off Peak,2355,Late - 41 mins
,,Arrive:,Penn Station, 7:56PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Huntington Station, 7:05PM,Off Peak,1719,Late - 7 mins
,,Arrive:,Penn Station, 8:09PM,,,
6/4/2018,Port Washington,Depart:,Port Washington Station,10:15PM,Off Peak,481,Late - 17 mins
,,Arrive:,Penn Station,10:59PM,,,
6/4/2018,Hunt. Hicks.,Depart:,Penn Station,10:19PM,Off Peak,1750,Late - 7 mins
,,Arrive:,Huntington Station,11:24PM,,,
6/4/2018,Port Jefferson,Depart:,Port Jefferson Station,11:22PM,Off Peak,665,Late - 8 mins
,,Arrive:,Huntington Station,12:10AM,,,
6/5/2018,West Hempstead,Depart:,Valley Stream Station,12:55AM,Off Peak,900,Late - 9 mins
,,Arrive:,West Hempstead Station, 1:10AM,,,
6/5/2018,Far Rockaway,Depart:,Far Rockaway Station, 7:08AM,AM Peak,2815,Late - 6 mins
,,Arrive:,Penn Station, 8:05AM,,,
6/5/2018,Babylon,Depart:,Babylon Station, 7:35AM,AM Peak,43,Late - 6 mins
,,Arrive:,Penn Station, 8:48AM,,,
6/5/2018,Hunt. Hicks.,Depart:,Huntington Station, 7:37AM,AM Peak,1629,Late - 7 mins
,,Arrive:,Penn Station, 8:37AM,,,
