Date,Branch,Type,Station,Time,Period,trip_short_name,Status
,,Arrive:,Cold Spring Harbor Sta., 6:46PM,,,
3/1/2018,West Hempstead,Depart:,Atlantic Terminal, 5:36PM,PM Peak,960,Late - 7 mins
,,Arrive:,West Hempstead Station, 6:22PM,,,
3/1/2018,Babylon,Depart:,Penn Station, 5:37PM,PM Peak,156,Late - 11 mins
,,Arrive:,Babylon Station, 6:40PM,,,
3/1/2018,Babylon,Depart:,Penn Station, 5:41PM,PM Peak,1062,Late - 11 mins
,,Arrive:,Seaford Station, 6:30PM,,,
3/1/2018,Babylon,Depart:,Atlantic Terminal, 5:44PM,PM Peak,158,Late - 7 mins
,,Arrive:,Babylon Station, 6:56PM,,,
3/1/2018,Hunt. Hicks.,Depart:,Penn Station, 5:47PM,PM Peak,1732,Late - 7 mins
,,Arrive:,Huntington Station, 6:51PM,,,
3/1/2018,Hempstead,Depart:,Atlantic Terminal, 5:47PM,PM Peak,766,Late - 7 mins
,,Arrive:,Hempstead Station, 6:36PM,,,
3/1/2018,Babylon,Depart:,Penn Station, 5:48PM,PM Peak,1156,Late - 9 mins
,,Arrive:,Freeport Station, 6:31PM,,,
3/1/2018,Hempstead,Depart:,Penn Station, 5:52PM,PM Peak,768,Late - 10 mins
,,Arrive:,Hempstead Station, 6:46PM,,,
3/1/2018,Far Rockaway,Depart:,Far Rockaway Station, 5:53PM,Off Peak,2899,Late - 8 mins
,,Arrive:,Atlantic Terminal, 6:42PM,,,
3/1/2018,Ronk. (greenpt.),Depart:,Penn Station, 5:54PM,PM Peak,2072,Late - 9 mins
,,Arrive:,Ronkonkoma Station, 7:11PM,,,
3/1/2018,Babylon,Depart:,Penn Station, 6:00PM,PM Peak,160,Late - 9 mins
,,Arrive:,Babylon Station, 7:01PM,,,
3/1/2018,Hunt. Hicks.,Depart:,Penn Station, 6:02PM,PM Peak,1258,Late - 6 mins
,,Arrive:,Hicksville Station, 6:45PM,,,
3/1/2018,Babylon,Depart:,Penn Station, 6:06PM,PM Peak,1064,Late - 7 mins
,,Arrive:,Wantagh Station, 6:51PM,,,
3/1/2018,Babylon,Depart:,Babylon Station, 6:07PM,Off Peak,137,Late - 6 mins
,,Arrive:,Penn Station, 7:19PM,,,
3/1/2018,Babylon,Depart:,Penn Station, 6:11PM,PM Peak,1158,Late - 8 mins
,,Arrive:,Freeport Station, 6:54PM,,,
3/1/2018,Montauk,Depart:,Jamaica Station, 6:17PM,PM Peak,2716,Late - 13 mins
,,Arrive:,Montauk Station, 9:07PM,,,
3/1/2018,Oyster Bay,Depart:,Penn Station, 6:17PM,PM Peak,564,Late - 8 mins
,,Arrive:,Oyster Bay Station, 7:30PM,,,
3/1/2018,Hempstead,Depart:,Hempstead Station, 6:20PM,Off Peak,765,Late - 7 mins
,,Arrive:,Atlantic Terminal, 7:10PM,,,
3/1/2018,Montauk,Depart:,Patchogue Station, 6:30PM,Off Peak,2777,Late - 8 mins
,,Arrive:,Babylon Station, 7:03PM,,,
3/1/2018,Montauk,Depart:,Patchogue Station, 7:39PM,Off Peak,2779,Late - 7 mins
,,Arrive:,Babylon Station, 8:09PM,,,
3/1/2018,Hunt. Hicks.,Depart:,Penn Station, 7:55PM,PM Peak,1742,Late - 15 mins
,,Arrive:,Huntington Station, 9:02PM,,,
3/1/2018,Hunt. Hicks.,Depart:,Penn Station, 8:43PM,Off Peak,1744,Late - 7 mins
,,Arrive:,Huntington Station, 9:47PM,,,
3/1/2018,Oyster Bay,Depart:,Jamaica Station, 9:07PM,Off Peak,570,Late - 7 mins
,,Arrive:,Oyster Bay Station,10:01PM,,,
3/1/2018,Montauk,Depart:,Speonk Station, 9:59PM,Off Peak,2749,Late - 16 mins
,,Arrive:,Babylon Station,11:07PM,,,
3/2/2018,Montauk,Depart:,Montauk Station, 1:00AM,Off Peak,2701,Late - 25 mins
,,Arrive:,Babylon Station, 3:16AM,,,
3/2/2018,Montauk,Depart:,Jamaica Station, 1:10AM,Off Peak,2702,Late - 24 mins
,,Arrive:,Montauk Station, 3:57AM,,,
3/2/2018,Port Jefferson,Depart:,Jamaica Station, 2:09AM,Off Peak,602,Late - 10 mins
,,Arrive:,Port Jefferson Station, 3:33AM,,,
3/2/2018,Long Beach,Depart:,Penn Station, 3:00AM,Off Peak,804,Late - 11 mins
,,Arrive:,Long Beach Station, 3:51AM,,,
3/2/2018,Babylon,Depart:,Penn Station, 3:11AM,Off Peak,8,Late - 20 mins
,,Arrive:,Babylon Station, 4:20AM,,,
3/2/2018,Hempstead,Depart:,Jamaica Station, 3:22AM,Off Peak,704,Late - 10 mins
,,Arrive:,Hempstead Station, 3:51AM,,,
3/2/2018,Babylon,Depart:,Penn Station, 4:55AM,Off Peak,12,Late - 10 mins
,,Arrive:,Babylon Station, 6:08AM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 4:58AM,AM Peak,2007,Late - 22 mins
,,Arrive:,Penn Station, 6:19AM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 5:17AM,AM Peak,15,Late - 11 mins
,,Arrive:,Atlantic Terminal, 6:32AM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 5:27AM,AM Peak,1611,Late - 9 mins
,,Arrive:,Penn Station, 6:35AM,,,
3/2/2018,Long Beach,Depart:,Long Beach Station, 5:35AM,AM Peak,807,Late - 8 mins
,,Arrive:,Penn Station, 6:29AM,,,
3/2/2018,Montauk,Depart:,Montauk Station, 5:39AM,AM Peak,2703,Late - 39 mins
,,Arrive:,Long Island City, 8:44AM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 5:41AM,AM Peak,17,Late - 6 mins
,,Arrive:,Penn Station, 6:44AM,,,
3/2/2018,Babylon,Depart:,Freeport Station, 5:43AM,AM Peak,1191,Late - 9 mins
,,Arrive:,Penn Station, 6:24AM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 5:46AM,AM Peak,1615,Late - 6 mins
,,Arrive:,Penn Station, 6:41AM,,,
3/2/2018,Far Rockaway,Depart:,Far Rockaway Station, 5:54AM,AM Peak,2809,Late - 6 mins
,,Arrive:,Penn Station, 6:47AM,,,
3/2/2018,Hempstead,Depart:,Hempstead Station, 5:58AM,AM Peak,711,Late - 9 mins
,,Arrive:,Atlantic Terminal, 6:47AM,,,
3/2/2018,Port Jefferson,Depart:,Port Jefferson Station, 6:57AM,AM Peak,613,Partially Canceled
,,Arrive:,Hunterspoint Ave., 8:43AM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 7:04AM,AM Peak,2021,Late - 10 mins
,,Arrive:,Penn Station, 8:19AM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 7:19AM,AM Peak,2023,Late - 6 mins
,,Arrive:,Penn Station, 8:28AM,,,
3/2/2018,Port Jefferson,Depart:,Port Jefferson Station, 7:35AM,AM Peak,615,Late - 65 mins
,,Arrive:,Penn Station, 9:24AM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 8:01AM,Off Peak,1612,Late - 13 mins
,,Arrive:,Huntington Station, 9:10AM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 8:15AM,Off Peak,2010,Late - 8 mins
,,Arrive:,Ronkonkoma Station, 9:39AM,,,
3/2/2018,Oyster Bay,Depart:,Oyster Bay Station, 8:16AM,AM Peak,511,Late - 11 mins
,,Arrive:,Long Island City, 9:36AM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 8:55AM,Off Peak,1633,Late - 19 mins
,,Arrive:,Penn Station,10:05AM,,,
3/2/2018,Port Jefferson,Depart:,Hicksville Station,10:05AM,Off Peak,608,Late - 7 mins
,,Arrive:,Port Jefferson Station,11:10AM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station,12:03PM,Off Peak,1641,Late - 88 mins
,,Arrive:,Penn Station, 1:12PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,12:11PM,Off Peak,2051,Late - 16 mins
,,Arrive:,Penn Station, 1:33PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Farmingdale Station,12:16PM,Off Peak,2319,Late - 80 mins
,,Arrive:,Penn Station, 1:15PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station,12:17PM,Off Peak,2050,Late - 13 mins
,,Arrive:,Ronkonkoma Station, 1:40PM,,,
3/2/2018,Port Washington,Depart:,Penn Station,12:20PM,Off Peak,428,Late - 10 mins
,,Arrive:,Port Washington Station, 1:05PM,,,
3/2/2018,Port Washington,Depart:,Port Washington Station,12:40PM,Off Peak,445,Late - 13 mins
,,Arrive:,Penn Station, 1:25PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station,12:45PM,Off Peak,250,Late - 56 mins
,,Arrive:,Greenport Station, 2:09PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 1:06PM,Off Peak,108,Late - 8 mins
,,Arrive:,Babylon Station, 2:21PM,,,
3/2/2018,Hempstead,Depart:,Atlantic Terminal, 1:06PM,Off Peak,750,Late - 9 mins
,,Arrive:,Hempstead Station, 1:58PM,,,
3/2/2018,Port Jefferson,Depart:,Port Jefferson Station, 1:10PM,Off Peak,651,Late - 9 mins
,,Arrive:,Huntington Station, 1:56PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 1:11PM,Off Peak,2053,Late - 17 mins
,,Arrive:,Penn Station, 2:33PM,,,
3/2/2018,Hempstead,Depart:,Hempstead Station, 1:11PM,Off Peak,753,Late - 12 mins
,,Arrive:,Atlantic Terminal, 2:03PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 1:17PM,Off Peak,2052,Late - 18 mins
,,Arrive:,Ronkonkoma Station, 2:40PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 1:23PM,Off Peak,110,Late - 9 mins
,,Arrive:,Babylon Station, 2:24PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 1:36PM,Off Peak,1706,Canceled
,,Arrive:,Huntington Station, 2:45PM,,,
3/2/2018,Far Rockaway,Depart:,Atlantic Terminal, 1:36PM,Off Peak,2852,Late - 8 mins
,,Arrive:,Far Rockaway Station, 2:32PM,,,
3/2/2018,Oyster Bay,Depart:,Oyster Bay Station, 1:37PM,Off Peak,551,Late - 27 mins
,,Arrive:,Jamaica Station, 2:37PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 1:50PM,Off Peak,2102,Late - 17 mins
,,Arrive:,Ronkonkoma Station, 3:07PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 2:03PM,Off Peak,1705,Late - 27 mins
,,Arrive:,Penn Station, 3:12PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 2:06PM,Off Peak,120,Late - 11 mins
,,Arrive:,Babylon Station, 3:21PM,,,
3/2/2018,Hempstead,Depart:,Atlantic Terminal, 2:06PM,Off Peak,752,Late - 19 mins
,,Arrive:,Hempstead Station, 2:58PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 2:11PM,Off Peak,2055,Late - 30 mins
,,Arrive:,Penn Station, 3:33PM,,,
3/2/2018,Hempstead,Depart:,Hempstead Station, 2:11PM,Off Peak,755,Late - 40 mins
,,Arrive:,Atlantic Terminal, 3:03PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 2:15PM,Off Peak,2054,Late - 51 mins
,,Arrive:,Ronkonkoma Station, 3:37PM,,,
3/2/2018,Montauk,Depart:,Babylon Station, 2:27PM,Off Peak,2770,Late - 9 mins
,,Arrive:,Patchogue Station, 2:57PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 2:30PM,Off Peak,1250,Late - 29 mins
,,Arrive:,Hicksville Station, 3:17PM,,,
3/2/2018,Oyster Bay,Depart:,Oyster Bay Station, 2:35PM,Off Peak,553,Late - 51 mins
,,Arrive:,Jamaica Station, 3:33PM,,,
3/2/2018,Far Rockaway,Depart:,Atlantic Terminal, 2:36PM,Off Peak,2854,Late - 11 mins
,,Arrive:,Far Rockaway Station, 3:32PM,,,
3/2/2018,Far Rockaway,Depart:,Far Rockaway Station, 2:36PM,Off Peak,2855,Late - 16 mins
,,Arrive:,Atlantic Terminal, 3:33PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 2:37PM,Off Peak,126,Late - 7 mins
,,Arrive:,Babylon Station, 3:50PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Greenport Station, 2:43PM,Off Peak,251,Late - 52 mins
,,Arrive:,Ronkonkoma Station, 4:06PM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 2:48PM,Off Peak,117,Late - 9 mins
,,Arrive:,Penn Station, 4:02PM,,,
3/2/2018,Port Jefferson,Depart:,Huntington Station, 2:52PM,Off Peak,652,Late - 36 mins
,,Arrive:,Port Jefferson Station, 3:38PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 2:53PM,Off Peak,1712,Late - 30 mins
,,Arrive:,Huntington Station, 3:59PM,,,
3/2/2018,Oyster Bay,Depart:,Jamaica Station, 3:02PM,Off Peak,554,Late - 34 mins
,,Arrive:,Oyster Bay Station, 3:56PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 3:03PM,Off Peak,1707,Late - 52 mins
,,Arrive:,Penn Station, 4:13PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 3:04PM,Off Peak,132,Late - 27 mins
,,Arrive:,Babylon Station, 4:15PM,,,
3/2/2018,Hempstead,Depart:,Atlantic Terminal, 3:06PM,Off Peak,754,Late - 9 mins
,,Arrive:,Hempstead Station, 3:58PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 3:08PM,Off Peak,2094,Late - 44 mins
,,Arrive:,Ronkonkoma Station, 4:25PM,,,
3/2/2018,Long Beach,Depart:,Long Beach Station, 3:09PM,Off Peak,857,Late - 6 mins
,,Arrive:,Penn Station, 3:59PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 3:11PM,Off Peak,2057,Late - 41 mins
,,Arrive:,Penn Station, 4:34PM,,,
3/2/2018,Hempstead,Depart:,Hempstead Station, 3:11PM,Off Peak,757,Late - 53 mins
,,Arrive:,Atlantic Terminal, 4:03PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 3:15PM,Off Peak,2056,Late - 44 mins
,,Arrive:,Ronkonkoma Station, 4:34PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 3:22PM,Off Peak,134,Late - 28 mins
,,Arrive:,Babylon Station, 4:24PM,,,
3/2/2018,Port Jefferson,Depart:,Long Island City, 3:24PM,Off Peak,656,Late - 20 mins
,,Arrive:,Port Jefferson Station, 5:26PM,,,
3/2/2018,Long Beach,Depart:,Atlantic Terminal, 3:24PM,Off Peak,860,Late - 14 mins
,,Arrive:,Long Beach Station, 4:15PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 3:28PM,Off Peak,1714,Late - 17 mins
,,Arrive:,Huntington Station, 4:33PM,,,
3/2/2018,Hempstead,Depart:,Atlantic Terminal, 3:33PM,Off Peak,756,Late - 10 mins
,,Arrive:,Hempstead Station, 4:26PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 3:34PM,Off Peak,1709,Late - 17 mins
,,Arrive:,Penn Station, 4:41PM,,,
3/2/2018,West Hempstead,Depart:,Valley Stream Station, 3:34PM,Off Peak,954,Late - 9 mins
,,Arrive:,West Hempstead Station, 3:49PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 3:35PM,Off Peak,1050,Late - 17 mins
,,Arrive:,Wantagh Station, 4:27PM,,,
3/2/2018,Far Rockaway,Depart:,Far Rockaway Station, 3:36PM,Off Peak,2857,Late - 25 mins
,,Arrive:,Atlantic Terminal, 4:34PM,,,
3/2/2018,Far Rockaway,Depart:,Atlantic Terminal, 3:37PM,Off Peak,2856,Late - 17 mins
,,Arrive:,Far Rockaway Station, 4:33PM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 3:42PM,Off Peak,123,Late - 37 mins
,,Arrive:,Penn Station, 4:55PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 3:44PM,Off Peak,1716,Late - 38 mins
,,Arrive:,Huntington Station, 4:49PM,,,
3/2/2018,Oyster Bay,Depart:,Jamaica Station, 3:50PM,Off Peak,556,Late - 61 mins
,,Arrive:,Oyster Bay Station, 4:47PM,,,
3/2/2018,Long Beach,Depart:,Penn Station, 3:53PM,Off Peak,862,Late - 12 mins
,,Arrive:,Long Beach Station, 4:44PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 3:56PM,Off Peak,2058,Late - 50 mins
,,Arrive:,Ronkonkoma Station, 5:16PM,,,
3/2/2018,Far Rockaway,Depart:,Atlantic Terminal, 3:57PM,Off Peak,2860,Late - 12 mins
,,Arrive:,Far Rockaway Station, 4:53PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 4:01PM,Off Peak,1718,Late - 31 mins
,,Arrive:,Huntington Station, 5:07PM,,,
3/2/2018,Long Beach,Depart:,Long Beach Station, 4:02PM,Off Peak,861,Late - 14 mins
,,Arrive:,Penn Station, 4:58PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 4:04PM,Off Peak,140,Canceled
,,Arrive:,Babylon Station, 5:05PM,,,
3/2/2018,Hempstead,Depart:,Hempstead Station, 4:04PM,Off Peak,759,Late - 16 mins
,,Arrive:,Atlantic Terminal, 4:52PM,,,
3/2/2018,West Hempstead,Depart:,West Hempstead Station, 4:04PM,Off Peak,953,Partially Canceled
,,Arrive:,Atlantic Terminal, 4:47PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 4:05PM,Off Peak,1713,Partially Canceled
,,Arrive:,Penn Station, 5:14PM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 4:06PM,Off Peak,125,Late - 34 mins
,,Arrive:,Penn Station, 5:05PM,,,
3/2/2018,Port Washington,Depart:,Port Washington Station, 4:06PM,Off Peak,459,Late - 11 mins
,,Arrive:,Penn Station, 4:50PM,,,
3/2/2018,Port Jefferson,Depart:,Huntington Station, 4:06PM,Off Peak,654,Late - 18 mins
,,Arrive:,Port Jefferson Station, 4:53PM,,,
3/2/2018,Port Jefferson,Depart:,Port Jefferson Station, 4:06PM,Off Peak,655,Partially Canceled
,,Arrive:,Jamaica Station, 5:39PM,,,
3/2/2018,Montauk,Depart:,Penn Station, 4:07PM,PM Peak,2710,Late - 53 mins
,,Arrive:,Montauk Station, 6:38PM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 4:08PM,Off Peak,127,Late - 35 mins
,,Arrive:,Penn Station, 5:23PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:10PM,Off Peak,2350,Partially Canceled
,,Arrive:,Farmingdale Station, 5:04PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 4:11PM,Off Peak,2059,Canceled
,,Arrive:,Penn Station, 5:38PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 4:13PM,PM Peak,1052,Late - 9 mins
,,Arrive:,Massapequa Park Station, 5:10PM,,,
3/2/2018,Long Beach,Depart:,Penn Station, 4:16PM,PM Peak,864,Late - 12 mins
,,Arrive:,Long Beach Station, 5:08PM,,,
3/2/2018,Oyster Bay,Depart:,Hunterspoint Ave., 4:18PM,PM Peak,558,Partially Canceled
,,Arrive:,Oyster Bay Station, 5:30PM,,,
3/2/2018,Oyster Bay,Depart:,Oyster Bay Station, 4:20PM,Off Peak,555,Partially Canceled
,,Arrive:,Jamaica Station, 5:15PM,,,
3/2/2018,Port Jefferson,Depart:,Penn Station, 4:20PM,PM Peak,658,Partially Canceled
,,Arrive:,Port Jefferson Station, 6:05PM,,,
3/2/2018,West Hempstead,Depart:,Atlantic Terminal, 4:21PM,PM Peak,956,Partially Canceled
,,Arrive:,West Hempstead Station, 5:06PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:25PM,PM Peak,2060,Partially Canceled
,,Arrive:,Ronkonkoma Station, 5:44PM,,,
3/2/2018,Montauk,Depart:,Long Island City, 4:28PM,PM Peak,2778,Partially Canceled
,,Arrive:,Patchogue Station, 6:14PM,,,
3/2/2018,Long Beach,Depart:,Long Beach Station, 4:29PM,Off Peak,863,Late - 14 mins
,,Arrive:,Atlantic Terminal, 5:19PM,,,
3/2/2018,Babylon,Depart:,Hunterspoint Ave., 4:30PM,PM Peak,2712,Late - 21 mins
,,Arrive:,Montauk Station, 7:34PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Penn Station, 4:32PM,PM Peak,1722,Partially Canceled
,,Arrive:,Huntington Station, 5:31PM,,,
3/2/2018,Far Rockaway,Depart:,Atlantic Terminal, 4:32PM,PM Peak,2862,Late - 17 mins
,,Arrive:,Far Rockaway Station, 5:26PM,,,
3/2/2018,Hempstead,Depart:,Penn Station, 4:33PM,PM Peak,758,Late - 11 mins
,,Arrive:,Hempstead Station, 5:23PM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 4:35PM,Off Peak,129,Canceled
,,Arrive:,Penn Station, 5:35PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 4:35PM,PM Peak,144,Canceled
,,Arrive:,Babylon Station, 5:39PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Atlantic Terminal, 4:35PM,PM Peak,2096,Partially Canceled
,,Arrive:,Ronkonkoma Station, 5:57PM,,,
3/2/2018,Port Washington,Depart:,Port Washington Station, 4:36PM,Off Peak,461,Late - 16 mins
,,Arrive:,Penn Station, 5:20PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 4:38PM,PM Peak,1054,Canceled
,,Arrive:,Wantagh Station, 5:27PM,,,
3/2/2018,Far Rockaway,Depart:,Far Rockaway Station, 4:38PM,Off Peak,2859,Late - 31 mins
,,Arrive:,Atlantic Terminal, 5:35PM,,,
3/2/2018,Babylon,Depart:,Babylon Station, 4:39PM,Off Peak,131,Late - 10 mins
,,Arrive:,Penn Station, 5:53PM,,,
3/2/2018,Babylon,Depart:,Atlantic Terminal, 4:40PM,PM Peak,146,Late - 19 mins
,,Arrive:,Babylon Station, 5:52PM,,,
3/2/2018,Long Beach,Depart:,Penn Station, 4:41PM,PM Peak,866,Canceled
,,Arrive:,Long Beach Station, 5:37PM,,,
3/2/2018,Far Rockaway,Depart:,Penn Station, 4:43PM,PM Peak,2864,Late - 11 mins
,,Arrive:,Far Rockaway Station, 5:40PM,,,
3/2/2018,Oyster Bay,Depart:,Long Island City, 4:44PM,PM Peak,560,Partially Canceled
,,Arrive:,Oyster Bay Station, 6:15PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Ronkonkoma Station, 4:48PM,Off Peak,2061,Canceled
,,Arrive:,Penn Station, 6:08PM,,,
3/2/2018,Port Jefferson,Depart:,Penn Station, 4:50PM,PM Peak,660,Late - 120 mins
,,Arrive:,Port Jefferson Station, 6:36PM,,,
3/2/2018,Far Rockaway,Depart:,Jamaica Station, 4:52PM,Off Peak,1453,Late - 6 mins
,,Arrive:,Atlantic Terminal, 5:10PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:52PM,PM Peak,2062,Partially Canceled
,,Arrive:,Ronkonkoma Station, 6:04PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 4:53PM,PM Peak,148,Late - 25 mins
,,Arrive:,Babylon Station, 5:55PM,,,
3/2/2018,Hempstead,Depart:,Hempstead Station, 4:53PM,Off Peak,761,Late - 8 mins
,,Arrive:,Atlantic Terminal, 5:49PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 4:55PM,PM Peak,2354,Partially Canceled
,,Arrive:,Farmingdale Station, 5:56PM,,,
3/2/2018,Babylon,Depart:,Atlantic Terminal, 4:57PM,PM Peak,150,Late - 14 mins
,,Arrive:,Babylon Station, 6:10PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 4:58PM,PM Peak,1056,Canceled
,,Arrive:,Wantagh Station, 5:42PM,,,
3/2/2018,Port Washington,Depart:,Port Washington Station, 5:00PM,Off Peak,463,Late - 13 mins
,,Arrive:,Penn Station, 5:47PM,,,
3/2/2018,Long Beach,Depart:,Penn Station, 5:01PM,PM Peak,868,Late - 26 mins
,,Arrive:,Long Beach Station, 5:55PM,,,
3/2/2018,Ronk. (greenpt.),Depart:,Penn Station, 5:02PM,PM Peak,2064,Partially Canceled
,,Arrive:,Ronkonkoma Station, 6:21PM,,,
3/2/2018,Babylon,Depart:,Penn Station, 5:04PM,PM Peak,1152,Late - 25 mins
,,Arrive:,Freeport Station, 5:46PM,,,
3/2/2018,Hempstead,Depart:,Penn Station, 5:05PM,PM Peak,762,Late - 59 mins
,,Arrive:,Hempstead Station, 5:57PM,,,
3/2/2018,West Hempstead,Depart:,Atlantic Terminal, 5:07PM,PM Peak,958,Canceled
,,Arrive:,West Hempstead Station, 5:53PM,,,
3/2/2018,Montauk,Depart:,Penn Station, 5:10PM,PM Peak,2740,Late - 49 mins
,,Arrive:,Speonk Station, 7:13PM,,,
3/2/2018,Hunt. Hicks.,Depart:,Huntington Station, 5:11PM,Off Peak,1715,Canceled
,,Arrive:,Penn Station, 6:20PM,,,
3/2/2018,Far Rockaway,Depart:,Atlantic Terminal, 5:12PM,PM Peak,2866,Late - 33 mins
,,Arrive:,Far Rockaway Station, 6:08PM,,,
3/2/2018,Port Washington,Depart:,Penn Station, 5:12PM,PM Peak,448,Canceled
